node_1,node_2,edge
chris klein,jonathan cross,Chris Klein portrays the character of Jonathan Cross in this movie.
jean reno,alexi petrovich,Jean Reno acts as Alexi Petrovich in this movie.
ll cool j,marcus ridley,LL Cool J plays the character of Marcus Ridley in this movie.
rebecca romijn,aurora 'the black widow',Rebecca Romijn depicts the character of Aurora 'The Black Widow' in this movie.
naveen andrews,sanjay,Naveen Andrews performs as Sanjay in this movie.
mike dopud,michael 'the assassin' uglich,Mike Dopud personifies Michael 'The Assassin' Uglich in this movie.
andrew bryniarski,halloran,Andrew Bryniarski essays the character of Halloran in this movie.
kata dobó,katya dobolakova,Kata Dobó portrays the character of Katya Dobolakova in this movie.
lucia rijker,lucia ryjker,Lucia Rijker depicts the character of Lucia Ryjker in this movie.
oleg taktarov,oleg 'denny' denekin,Oleg Taktarov portrays the character of Oleg 'Denny' Denekin in this movie.
paul heyman,sports announcer,Paul Heyman performs as Sports Announcer in this movie.
