node_1,node_2,edge
looney tunes,space jam 2,Planned to involve Looney Tunes in Space Jam 2.
mel brooks,berserk-o!,Planned to be voiced by Mel Brooks as the alien villain Berserk-O!
space jam,looney tunes: back in action,Space Jam and Looney Tunes: Back in Action were both animated sports comedy films released by Warner Bros. The two movies are connected through their production company.
spy jam,jackie chan,"In the potential sequel Spy Jam, Jackie Chan was supposed to star in a different script."
race jam,jeff gordon,Race Jam was a planned film by Warner Bros. Starring Jeff Gordon.
space jam,lebron james,"In February 2014, Warner Bros. Announced the development of a Space Jam sequel starring LeBron James."
skate jam,tony hawk,"In early development was Skate Jam, with Tony Hawk set to star. Production was planned to begin after the release of Looney Tunes: Back in Action, but was ultimately cancelled."
looney tunes: back in action,poor financial performance,The poor financial performance of Looney Tunes: Back in Action led to the cancellation of Skate Jam's production.
looney tunes: back in action,jeff gordon,"In Looney Tunes: Back in Action, Jeff Gordon made a cameo appearance."
james,warner bros.,"In July 2015, James and his film studio, SpringHill Entertainment, signed a deal with Warner Bros. For television, film, and digital content after receiving positive reviews for his role in Trainwreck."
springhill entertainment,warner bros.,"In July 2015, James and his film studio, SpringHill Entertainment, signed a deal with Warner Bros. For television, film, and digital content after receiving positive reviews for his role in Trainwreck."
nance,project,"By August 2018, Lin left the project and Terence Nance was hired to direct the film."
coogler,producer,"In September 2018, Ryan Coogler was announced as a producer for the film."
springhill entertainment,promotional teaser image,SpringHill Entertainment released a promotional teaser image officially announcing the film...
filming,california,Filming was to take place in California within a 30 mile radius of Los Angeles.
space jam 2,malcolm d. lee,Malcolm D. Lee would serve as his replacement after Nance left the project because of different takes on the creative vision for Space Jam 2.
nance,the studio/producers,Nance was leaving the project because he and 'the studio/producers had different takes on the creative vision for Space Jam 2'
pokémon,bugs bunny,"planned visit to the world of Pokémon by Bugs Bunny, later cut from the final film"
the iron giant,bugs bunny,"planned visit to the world of The Iron Giant by Bugs Bunny, later cut from the final film"
akira,bugs bunny,"planned visit to the world of Akira by Bugs Bunny, later cut from the final film"
looney tunes cartoons,elmer fudd,"In the trailer of the upcoming movie, it was revealed that Elmer Fudd will be a part of it. This suggests a connection between Looney Tunes Cartoons and Elmer Fudd, as both are associated with the Looney Tunes franchise."
looney tunes cartoons,yosemite sam,The trailer also revealed that Yosemite Sam will be featured in the movie. This indicates a relationship between Looney Tunes Cartoons and Yosemite Sam.
hbo max's looney tunes cartoons,firearms,"Due to safety concerns, HBO Max temporarily banned the depiction of firearms in their Looney Tunes Cartoons series. However, in the trailer for the upcoming movie, it was confirmed that Elmer Fudd and Yosemite Sam would be allowed to carry their trademark guns. This highlights a connection between HBO Max's Looney Tunes Cartoons and the depiction of firearms."
visual effects,looney tunes characters,"Animation and visual effects Both visual effects and computer animation for the Looney Tunes characters were provided by Lucasfilm's visual effects division, Industrial Light & Magic (ILM)."
looney tunes,company 3 animation,"The animation for the Looney Tunes characters were provided by Company 3 Animation,"
warner brothers,looney tunes cartoons,"who previously worked with Warner Brothers on Looney Tunes Cartoons,"
mark henn,warner animation group,"In January 2020, veteran Walt Disney Animation Studios animator Mark Henn was hired by Warner Animation Group to work on the film."
tony bancroft,warner animation group,"In January 2020, veteran Walt Disney Animation Studios animator Tony Bancroft, and his brother Tom were hired by Warner Animation Group to work on the film."
looney tunes: back in action,matt williames,"In August of the same year, Matt Williames, who had not worked with Warner Bros. Since Looney Tunes: Back in Action, started doing animation for the film."
ole loken,animation,"In May 2020, Ole Loken, who worked extensively on animation hit Klaus, announced that he would serve as an animator on the film."
