node_1,node_2,edge
james,creative process,Author James sought to retain some control during the movie's creative process.
mark bomback,script doctoring,Universal hired Mark Bomback for script doctoring on the movie.
joe wright,director,The studio considered Joe Wright as a director but it proved unworkable due to his schedule.
charlie hunnam,christian grey,Charlie Hunnam was initially considered for the role of Christian Grey in 'Fifty Shades of Grey' but had to drop out due to scheduling conflicts.
robert pattinson,christian grey,"Author E. L. James revealed that Robert Pattinson was originally her first choice for the role of Christian Grey, but she felt it would be 'weird' to cast him alongside his former 'Twilight' co-star Kristen Stewart."
ian somerhalder,christian grey,"Ian Somerhalder expressed interest in playing the role of Christian Grey, but later admitted that his shooting schedule for 'The Vampire Diaries' would have conflicted with filming 'Fifty Shades of Grey'."
chace crawford,christian grey,Chace Crawford expressed interest in playing the role of Christian Grey.
dakota johnson,anastasia steele,Dakota Johnson was cast as Anastasia Steele in 'Fifty Shades of Grey' after being on a short list of other actresses considered for the role.
christian grey,anastasia steele,"Initially, Hunnam turned down the role of Christian Grey but later reconsidered after reading the first book and feeling excited about bringing the character to life. Taylor-Johnson suggested a reading with Dakota Johnson, who was her favorite for the role of Anastasia Steele. This indicates a strong relation between Christian Grey and Anastasia Steele in the context provided."
anastasia steele,christian grey,"Hunnam initially turned down the role of Christian Grey, but after a meeting with studio heads and reading the first book, he felt excited about playing the character. Taylor-Johnson suggested a reading with Dakota Johnson, who was her favorite for the role of Anastasia Steele. This suggests a relation between Christian Grey and Anastasia Steele in the context provided."
jennifer ehle,carla,"during October 2013, actress Jennifer Ehle was in talks for the role of Anastasia's mother Carla."
victor rasuk,"josé rodriguez, jr.","On October 31, 2013, Victor Rasuk was cast as José Rodriguez, Jr."
eloise mumford,kate kavanagh,"On November 22, 2013, Eloise Mumford was cast as Kate Kavanagh."
rita ora,mia,"On December 2, 2013, singer Rita Ora was cast as Christian's younger sister Mia."
christian grey,kate kavanagh,"Kate Kavanagh is cast as a character in the movie. She may have some relation to Christian Grey, but the context doesn't provide any further details."
rita ora,christian's younger sister mia,Singer Rita Ora was cast as Christian's younger sister Mia. This indicates a direct relationship between Rita Ora and the character of Mia.
marcia gay harden,"christian's mother, grace","Actress Marcia Gay Harden was cast as Christian's mother, Grace. This establishes a familial relationship between the two characters."
film,anne v. coates,The film was the last project worked on by prolific Academy Award-winning editor Anne V. Coates before her death in 2018.
christian,flashbacks,Christian experiences flashbacks in an alternative ending of the film.
ana,flashbacks,Ana experiences flashbacks in an alternative ending of the film.
christian,rain,Christian jogs in the rain in an alternative ending of the film.
ana,sobs,Ana sobs in her apartment in an alternative ending of the film.
gift,note,Christian encounters a gift Ana gave him with the note: 'This reminded me of a happy time. —Ana' in an alternative ending of the film.
