node_1,node_2,edge
universal pictures,cats,"Universal Pictures, which had purchased the film rights to Cats many years earlier, was putting the project into active development in December 2013."
tom hooper,cats movie,Director Tom Hooper was in negotiations to direct the Cats movie in February 2016.
suki waterhouse,cats movie,"Tom Hooper was considering actresses, including Suki Waterhouse, to star in the Cats movie in February 2016."
francesca hayward,beautiful ghosts,"Francesca Hayward sang the new song titled 'Beautiful Ghosts', written by Andrew Lloyd Webber, in the Cats movie."
judi dench,beautiful ghosts,Judi Dench sang a reprise of 'Beautiful Ghosts' in the Cats movie.
taylor swift,beautiful ghosts,Taylor Swift sang a credits version of 'Beautiful Ghosts' in the Cats movie.
jennyanydots,munkustrap,both cats appear in this song as Munkustrap explains Jennyanydots' role in taking care of the other Jellicle Cats
rum tum tugger,jennyanydots,Jennyanydots mentions Rum Tum Tugger as one of the cats she takes care of in this song
grizabella,cassandra,both cats appear in this song as Grizabella seeks comfort from Cassandra about her past
old deuteronomy,munkustrap,both cats appear in this song as Munkustrap explains Old Deuteronomy's role in the Jellicle Ball tradition
grizabella,victoria,both cats appear in this song as Victoria comforts Grizabella before she sings 'Memory'
grizabella,victoria,both cats appear in this song as Victoria encourages Grizabella to sing 'Memory'
victoria,old deuteronomy,both appear in this song as Old Deuteronomy explains Victoria's role in the Jellicle Ball tradition
cats,visual effects,The movie Cats uses extensive visual effects throughout to convert live-action actors into anthropomorphic cats via computer-generated imagery (CGI).
mill film,technicolor sa subsidiaries,Companies like Technicolor SA subsidiaries Mill Film and MPC joined in for the visual effects.
anuses,cats,"An early, half-finished iteration of Cats featured visible anuses."
cats,troubled production,The Daily Beast reported a troubled production for Cats.
vfx,cats,Substantial work on the VFX for Cats was performed at Mill Film Montreal and Adelaide.
mill film montreal,vfx,Substantial work on the VFX for Cats was performed at Mill Film Montreal.
adelaide,vfx,Substantial work on the VFX for Cats was performed at Mill Film Adelaide.
hooper,denigrating emails,"Sources within one VFX studio said that staff had to work 80–90 hour weeks to finish the effects by the release date, and Hooper would send denigrating emails to individual VFX artists about their work and insult them during conferences."
cats,real-life references of cats,"Hooper demanded costly and time-consuming full renders before reviewing scenes, and told crews that real-life references of cats must be used for every movement."
bustopher jones,visual effects,"At the 92nd Academy Awards, Corden and Wilson presented Best Visual Effects in character as Bustopher Jones and Jennyanydots from the film. However, their portrayal of the characters mocked the film's CGI, leading to criticism from the production's VFX animators who were laid off following the film's production when Mill Film Montreal and MPC Vancouver closed. This also condemnation by the Visual Effects Society, an organization representing the VFX industry."
visual effects,uncanny valley,"The 2022 Disney film Chip 'n' Dale: Rescue Rangers mocked the visual effects of the previous movie, featuring two alley cats resembling the ones in that film as they ventured through an 'uncanny valley' part of town."
