node_1,node_2,edge
catwoman spin-off film,batman forever,"During development, a Catwoman spin-off film was announced alongside Batman Forever in June 1993. The two films were separate projects."
michelle pfeiffer,catwoman spin-off film,Michelle Pfeiffer was cast to reprise her role from Batman Returns in the Catwoman spin-off film.
tim burton,catwoman spin-off film,"Tim Burton became attached as director of the Catwoman spin-off film, following his work on Batman Returns and Batman Forever."
denise di novi,catwoman spin-off film,"Producer Denise Di Novi returned to work on the Catwoman spin-off film, having previously collaborated with Tim Burton and Michelle Pfeiffer on Batman Returns."
daniel waters,catwoman spin-off film,"Writer Daniel Waters also returned to work on the Catwoman spin-off film, having previously collaborated with Tim Burton and Michelle Pfeiffer on Batman Returns."
ashley judd,catwoman spin-off film,"In 2001, Ashley Judd was cast as the lead in the Catwoman spin-off film. However, she eventually dropped out."
nicole kidman,catwoman spin-off film,"After Ashley Judd dropped out, Nicole Kidman was considered for the lead role in the Catwoman spin-off film."
halle berry,catwoman spin-off film,"When Warner Bros. Canceled a Batman vs. Superman film scheduled for 2004, Halle Berry was cast as the lead in the Catwoman spin-off film as a replacement."
catwoman,comics,The speaker checked out some comics to ensure that the Catwoman in our movie stayed true to the character's portrayal in the comics.
catwoman,movie,"The speaker emphasized that our movie's Catwoman had her own unique identity, while still being true to the character as a whole."
catwoman,tv,The speaker acknowledged differences between the comic book and TV portrayals of Catwoman but asserted that they were still recognizably the same character.
catwoman,halle berry,The speaker highlighted how Halle Berry's portrayal of Catwoman added her own unique personality to the character.
catsuit,reality-based wardrobe,"The catsuit was designed as a reality-based wardrobe to show the progression from demure, repressed Patience to the sensual awakening of a sexy warrior goddess, in collaboration with Angus Strathie, Berry, director Pitof, and producers Di Novi and McDonnell."
patience,sexy warrior goddess,"The progression from demure, repressed Patience to the sensual awakening of a sexy warrior goddess was shown through the design of the catsuit."
angus strathie,catsuit,"Angus Strathie, along with Berry, director Pitof, and producers Di Novi and McDonnell, designed the catsuit as a reality-based wardrobe to show the progression from demure, repressed Patience to the sensual awakening of a sexy warrior goddess."
harley pasternak,berry,Harley Pasternak provided intensive fitness training for Berry in June 2003.
anne fletcher,berry,Anne Fletcher instructed Berry in cat-like movement and Capoeira.
alex green,berry,Coach Alex Green trained Berry to crack a whip.
