node_1,node_2,edge
movies,details,MOVIES have DETAILS associated with them.
summary,details,Each MOVIE has a SUMMARY that is part of its DETAILS.
baywatch,mitch buchannon,"Baywatch is a 2017 American action comedy film directed by Seth Gordon, with Mitch Buchannon as the lead character in this movie based on the television series of the same name."
patrol,baywatch team,"The context involves a scene where Mitch is on patrol and he meets Matt Brody, who later joins the Baywatch team."
mitch,victoria leeds,"Mitch finds a small pouch of flakka near the Huntley Club, owned by Victoria Leeds."
victoria leeds,drugs,The context suggests that drugs are being retrieved from barrels of fish at the Huntley Club owned by Victoria Leeds.
mitch,rodriguez,Mitch and his team continue to investigate Rodriguez's murder.
leeds,drugs,The context suggests that drugs are being retrieved from barrels of fish at the Huntley Club owned by Victoria Leeds.
brody,olympic gold medal-winning swimmer,"Mitch meets Matt Brody, an entitled Olympic gold medal-winning swimmer who expects to make the Baywatch team without trying out."
thorpe,mitch,"Thorpe fires Mitch, naming Brody the new lieutenant."
brody,sand grifters,Brody later sees 'sand grifters (beach thieves)' steal bags using a cooler. He orders them off the beach.
kelly rohrbach,c. j. parker,Kelly Rohrbach's casting as C. J. Parker was confirmed by Johnson's Instagram post.
johnson,dany garcia,"Johnson's partner Dany Garcia, through their Seven Bucks Productions,"
damian shannon,mark swift,"Damian Shannon and Mark Swift wrote the screenplay,"
ilfenesh hadera,johnson's love interest,"On January 20, 2016, Johnson again posted on his Instagram about casting Ilfenesh Hadera as Johnson's love interest."
hannibal buress,community local,"On February 12, 2016, Hannibal Buress joined the cast of the film to play a bay community local."
priyanka chopra,antagonist,"On February 17, 2016, Priyanka Chopra signed on to star as the antagonist in the film."
yahya abdul-mateen ii,ellerbee,"In March 2016, Yahya Abdul-Mateen II joined the cast as Ellerbee, a police officer who is constantly reminding Mitch that being a lifeguard, he has no actual jurisdiction on the beach."
baywatch,deerfield beach,"Principal photography on the film Baywatch began in Deerfield Beach, Florida."
terminator genisys,baywatch,"In January 2016, Paramount Pictures scheduled Baywatch for a May 19, 2017 release, which was originally scheduled for a sequel to Terminator Genisys."
baywatch,digital hd,"Baywatch was released on Digital HD on August 15, 2017."
baywatch,blu-ray and dvd,"Baywatch was released on Blu-ray and DVD on August 29, 2017."
sequel,remaining cast,while the remaining cast were expected to also return in the potential sequel.
