node_1,node_2,edge
movie,summary,"A MOVIE is represented through its SUMMARY, which provides a brief description of the movie's plot, characters, and other important details."
rollerball,violent extension of roller derby involving motorcycles and a metal ball,The new sport of Rollerball is described as a violent extension of roller derby involving motorcycles and a metal ball.
alexi petrovich,rollerball promoter,Jonathan is described as the poster child of Rollerball promoter Alexi Petrovich.
jonathan,alexi petrovich,"Jonathan's team promoter, Alexi Petrovich, has a vested interest in keeping the game popular through planned gory ""accidents"". Jonathan and Ridley eventually discover this situation but want to keep their current lifestyle."
jonathan,ridley,"Jonathan and Ridley pretend to know nothing about Alexi's plan but after an ""accident"" almost kills Aurora, they decide to flee the country to save their lives."
aurora,jonathan,"In the beginning, Jonathan is enamored by his female teammate Aurora and keeps their relationship a secret. The two keep their relationship a secret and refuse to put a stop to rumors that Aurora is a lesbian."
jonathan,alexi,"Jonathan and Alexi are followed by Alexi's men who attack them before they can reach the Russian border. Jonathan is injured, and Ridley has to leave him behind. Alexi captures Jonathan and kills Ridley before he can cross the border. Jonathan says that he will keep working for Alexi if Aurora is traded to another team, wanting to keep her away from danger. Alexi complies, secretly transferring Aurora to the opposing team for the next match."
jonathan,aurora,"Jonathan wants to keep Aurora away from danger and asks Alexi to trade her to another team. In return, Jonathan says that he will continue working for Alexi."
alexi,aurora,Alexi secretly transfers Aurora to the opposing team for the next match in return for Jonathan's cooperation.
jonathan,rollerball match,"During the upcoming Rollerball match, Jonathan tries to start a revolution by breaking the rules and causing chaos. This leads to more violent gameplay."
jonathan,wwe-like showmanship,"In response to Jonathan's actions, Alexi tries to stage a public execution of him by removing all the rules from the Rollerball match. This leads to more WWE-like showmanship and spectacle in the game."
jonathan,crazy costumes and stunts,The crazy costumes and stunts that Jonathan introduces during the Rollerball match become a part of the WWE-like showmanship in the game.
jonathan,"pink, slipknot, and shane mcmahon","The film features cameo appearances by Pink, Slipknot, and Shane McMahon due to the WWE-like showmanship introduced by Jonathan."
jonathan,fans,The fans see the true nature of the Rollerball game because of Jonathan's revolution.
jonathan,alexi,"In a fit of rage, Jonathan kills Alexi before reuniting with Aurora."
jonathan,sanjay,"After killing Alexi, Jonathan also kills Sanjay."
jonathan e.,jonathan cross,The name of the main character in the film was changed from Jonathan E. To Jonathan Cross.
harry knowles,rollerball,"Harry Knowles, from Ain't it Cool News, watched a test screening of the film and gave a review. He said that the movie was bad but had much nudity and brutal violence in Rollerball scenes."
amazing script,original film,The amazing script solved all the problems of the original film as mentioned during the test screenings.
mgm,massive re-shoots and re-edits,MGM ordered massive re-shoots and re-edits to be done on the film in the middle of 2001.
negative test screenings,massive re-shoots and re-edits,The negative test screenings resulted in MGM ordering massive re-shoots and re-edits to be done on the film.
mgm,new head of marketing and distribution,"Following the negative test screenings, MGM appointed a new head of marketing and distribution, Robert Levin,"
robert levin,let go of the summer release date,"MGM's new head of marketing and distribution, Robert Levin, convinced McTiernan to let go of the summer release date."
summer release date,wider audience,"MGM's new head of marketing and distribution, Robert Levin, wanted to get a wider audience to see the film by pushing back the summer release date."
february 2002,all the post production work causing delays,The release date was pushed back again from August all the way to February 2002 due to all the post production work causing delays.
late 2001,additional footage,"John McTiernan shot two weeks of additional footage in late 2001 to clarify certain scenes, especially the film's ending, and also cut down the violence and all the nudity."
entire ending,re-shot and changed,The entire ending was re-shot and changed on orders from the studio.
blood,rollerball scenes,Lots more blood in all the Rollerball scenes were originally present but were digitally replaced with sweat for the PG-13 rating
chicago sun-times,roger ebert,"Chicago Sun-Times critic Roger Ebert reviewed the updated version of Rollerball and criticized Chris Klein's performance, describing him as a 'nice kid' who was not convincing in a hard-edged violent film."
rollerball,most expensive box office flop,"In 2014, the Los Angeles Times listed the updated version of Rollerball as one of the most expensive box office flops of all time."
rollerball,william harrison,"The creator of Rollerball, William Harrison, has expressed no interest in watching the 2002 incarnation of Rollerball."
