node_1,node_2,edge
ashley benson,lady lisa,"Ashley Benson portrays Lady Lisa, the glamorous protagonist of the fictional arcade game Dojo Quest."
dojo quest,fictional arcade game,Dojo Quest is a fictional arcade game.
matt lintz,matty van patten,"Matt Lintz portrays Matty van Patten, Violet's son."
violet,person,"There is a relation between Violet and a person named Matty van Patten, portrayed by Matt Lintz in the context."
lainie kazan,mickey lamonsoff,"Lainie Kazan portrays Mickey Lamonsoff, Ludlow's grandmother."
dan aykroyd,master of ceremonies,Dan Aykroyd plays the master of ceremonies of the video game championship in the prologue.
nick swardson,bystander seen during the pac-man attack,Nick Swardson plays a bystander seen during the Pac-Man attack.
serena williams,herself,Serena Williams has a cameo role as herself.
martha stewart,herself,Martha Stewart has a cameo role as herself.
matt frewer,voice of max headroom,"Matt Frewer reprises his role as the voice of Max Headroom, a role he made famous during the 1980s."
donkey kong,donkey kong jr.,"[{'from': 'Steve Wiebe', 'to': 'Donkey Kong'}, {'from': 'Steve Wiebe', 'to': 'Donkey Kong Jr.'}]"
daryl hall,john oates,"Daryl Hall and John Oates, of the musical duo Hall & Oates, have a cameo during a broadcast interruption."
