node_1,node_2,edge
vampires,killing spree,The real perpetrators of the killing spree are a group of vampires usually mistaken for the Black Eyed Peas.
becca,edward,Becca agrees to go to prom with Edward
edward,becca,"Later, Becca and Edward kiss passionately in her room"
becca,paper cut,"While unwrapping a gift, Becca gets a paper cut"
edward,family,"To keep his family away from Becca, Edward distracts them and takes her out to the woods"
becca,heartbroken,Becca is heartbroken for months after Edward's departure
jacob white,becca,Deepening friendship with her childhood friend Jacob White comforts Becca
becca,nomadic vampires,Becca is accosted by three nomadic vampires again
edward,lady gaga,Edward is now dating Lady Gaga to get over losing Becca
edward,zolturi,"Edward decides to provoke the 'Zolturi', a powerful and narcissistic vampire coven, into killing him by exposing himself in the sunlight in front of humans"
becca,edward,"Becca's survival is another vision for the character leaving, but she is unable to warn him. Later, Iris arrives and informs Becca that she needs to save Edward by showing him that she is still alive, as the Zolturi are currently partying at the prom due to the St. Salvatore theme. However, Jacob appears and demands that Becca choose between him and Edward before she announces her decision, but he is distracted by a cat and runs off to chase it."
becca,edward,"Upon arriving at the prom, Becca is caught between the warring factions of Edward fangirls and Jacob fangirls. She is unable to reach Edward before he exposes himself, figuratively and literally."
edward,twilight,"Twilight occurs as Becca gets Edward to safety during the mid-credits scene after Frank leaves, thinking that supernatural creatures are the prom theme."
edward,new moon,A new moon and an eclipse conceal Edward's vampiric nature during Becca's mission to save him at the prom.
becca,edward,"Edward is forced to turn Becca into a vampire, at risk of being killed horribly as a condition for their marriage."
