node_1,node_2,edge
dr. john dolittle,queen victoria,"Dr. John Dolittle was summoned by Queen Victoria to treat her illness caused by poisoning with nightshade. Dr. Blair Müdfly, who is Dolittle's lifelong rival, was also present during the examination."
lily,dr. john dolittle,"Lily was Dr. John Dolittle's wife who passed away at sea, leading him to retreat from human society and only tend to animals."
poly,tommy stubbins,Macaw Polynesia led Tommy Stubbins to Dr. John Dolittle's home after he accidentally injured a red squirrel named Kevin.
queen victoria's palace,dr. john dolittle,Dr. John Dolittle was invited to Queen Victoria's palace to treat her illness caused by poisoning with nightshade.
chee-chee,dr. john dolittle's expedition,Chee-Chee the gorilla was a part of Dr. John Dolittle's expedition to find the magical fruit from the Eden Tree.
yoshi,dr. john dolittle's expedition,Yoshi the polar bear was a part of Dr. John Dolittle's expedition to find the magical fruit from the Eden Tree.
poly,tommy,"Poly sends Betsy and Tutu to collect Tommy, who manages to reach the ship and helps out after beginning to learn how to talk to animals."
betsy,tommy,Betsy and Tutu are sent by Poly to collect Tommy.
tutu,tommy,Betsy and Tutu are sent by Poly to collect Tommy.
dolittle,lily's father king rassouli,"Dolittle brings his expedition to Monteverde, ruled over by Lily's father King Rassouli."
dolittle,rassouli,"Dolittle tries to steal Lily's journal from Rassouli, who apprehends him and locks him in with a moody tiger named Barry."
barry,dolittle,Dolittle stalls Barry until Chee-Chee locates him and finds the courage to defeat him.
rassouli,dolittle,Rassouli loans Dolittle a ship to chase after Müdfly because he learns that Dolittle is trying to honor Lily's memory with his expedition and he also misses her.
dolittle,victoria,Dolittle returns in time to cure Victoria
dolittle,tommy,Dolittle takes on Tommy as his apprentice
