node_1,node_2,edge
souls,dominant species,parasitic aliens called 'Souls' travel to planets and insert themselves into the body of the dominant species while suppressing their consciousness
human race,violent,Small parasitic aliens called 'Souls' have taken over the human race because they deem humans too violent to deserve the planet
caves inside a mountain,humans,Jeb finds Wanderer and takes her to a series of caves inside a mountain where the humans (including Jared and Jamie) are hiding
wanderer,jeb,Jeb accepts Wanderer's presence and gains her trust
jared,wanderer,Jared and Kyle move to kill Wanderer
wanderer,doc,"Doc has been experimenting with ways to remove Souls and allow the host's mind to regain control, resulting in the deaths of many Souls and hosts. After isolating herself for several days, Wanderer learns about Doc's experiments."
doc,seeker,"Jeb captures Seeker, but Wanderer offers to show Doc how to properly remove Souls on the condition that he later removes her from Melanie's body."
jamie,alien medicine,Wanderer learns that Jamie is critically ill with an infection in his leg and saves his life by stealing alien medicine from a Soul medical facility.
doc,seeker,"Doc uses the technique to remove Seeker from her host, with both host and Soul surviving."
seeker,soul space-travel site,"Wanderer takes Seeker’s tiny alien form to a Soul space-travel site, where she sends it so far from Earth that it can not return for numerous generations."
wanderer,doc,"Tired of the many lives she’s lived and finding it too painful to leave everyone behind, Wanderer makes Doc promise to let her die when she is removed and not tell anyone."
wanderer,humans,"While on a supply run, Wanderer and her group were captured by humans. This reveals that there are other human groups as well."
soul with this group,humans,"The humans reveal that a Soul with this group has sided with the human resistance, implying that there are other Souls who may do the same."
wanderer,soul with this group,The fact that both Wanderer and a Soul with this group have sided with the human resistance suggests that there may be more Souls who will do so.
