node_1,node_2,edge
boom,p.o.d.,The song 'Boom' is performed by the American nu metal band P.O.D.
told you so,drowning pool,The song 'Told You So' is performed by the American heavy metal band Drowning Pool.
ride,beautiful creatures,The song 'Ride' is performed by the American rock band Beautiful Creatures.
millionaire,rappagariya,The song 'Millionaire' is performed by the Russian rock band Rappagariya.
i am hated,slipknot,The song 'I Am Hated' is performed by the American heavy metal band Slipknot.
body go,hardknox,The song 'Body Go' is performed by the Australian rock band Hardknox.
feel so numb,rob zombie,The song 'Feel So Numb' is performed by the American heavy metal musician Rob Zombie.
keep away,godsmack,The song 'Keep Away' is performed by the American hard rock band Godsmack.
insane in the brain,sen dog,The song 'Insane in the Brain' is performed by the Cuban-American rapper Sen Dog.
flashpoint,fear factory,The song 'Flashpoint' is performed by the American industrial metal band Fear Factory.
when i come around,green day,The song 'When I Come Around' is performed by the American punk rock band Green Day.
crawling in the dark,hoobastank,The song 'Crawling in the Dark' is performed by the American alternative rock band Hoobastank.
time to play,pillar,The song 'Time to Play' is performed by the American Christian metal band Pillar.
never gonna stop (the red red kroovy),rob zombie,The song 'Never Gonna Stop (The Red Red Kroovy)' is performed by the American heavy metal musician Rob Zombie.
