node_1,node_2,edge
aang,avatar spirit,"Aang is the latest incarnation of the Avatar Spirit, who disappeared from public sight a hundred years ago."
aang,airbender,"While chronologically 112 years old, Aang still retains his biological age of 12 and is one of the last Airbenders."
aang,noah ringer,Noah Ringer portrayed Aang in the film adaptation of Avatar: The Last Airbender.
prince zuko,fire nation prince,"Dev Patel portrayed Prince Zuko, a sixteen-year-old Fire Nation prince who travels with his Uncle Iroh."
prince zuko,fire lord ozai,"Prince Zuko was exiled by his father, Fire Lord Ozai, who caused him a facial scar following a battle with him."
katara,southern water tribe,Katara is a fourteen-year-old girl of the Southern Water Tribe and its last remaining waterbender.
cliff curtis,fire lord ozai,Cliff Curtis plays the role of Fire Lord Ozai in the series.
summer bishil,princess azula,Summer Bishil portrays Princess Azula in the show.
francis guinan,master pakku,Francis Guinan depicts Master Pakku in the series.
randall duk kim,old man in temple,Randall Duk Kim plays the character of Old man in temple in the show.
isaac jin solstein,haru,Isaac Jin Solstein enacts Haru's role in the series.
keong sim,tyro,Keong Sim portrays Tyro in the show.
john noble,the dragon spirit,John Noble provides voice to The Dragon Spirit in the series.
katharine houghton,kanna (gran gran),Katharine Houghton gives life to Kanna (Gran Gran) in the show.
monk gyatso,aang,"Monk Gyatso was Aang's mentor and best friend in the Northern Air Temple, providing him spiritual guidance. He died when the Fire Nation first attacked the Air Nomads 100 years prior to the events of the film."
