node_1,node_2,edge
lucy,silas,"relation: Lucy finds that her adoptive father, a museum curator, has been attacked by Silas. Before dying, he gives clues that lead her to a 'Golden Ticket' in a vending machine candy bar."
lucy,willy,"relation: Lucy meets Willy at Willy's Chocolate Factory, where Willy reveals his plot to use her and others as a special ingredient in his treats."
lucy,white bitch,"relation: The White Bitch convinces Edward, one of Lucy's friends, to trap the other orphans in order to become the king of Gnarnia in her White Castle."
lucy,harry beaver,relation: Lucy and Harry Beaver ally themselves with each other to defeat the White Bitch.
edward,white bitch,"relation: The White Bitch convinces Edward, one of Lucy's friends, to trap the other orphans in order to become the king of Gnarnia in her White Castle."
susan,lucy,relation: Both Susan and Lucy are displaced adopted girls who find Golden Tickets in a vending machine candy bar.
peter,mutant academy,"relation: Peter, one of Lucy's friends, is a mutant at Mutant Academy who is often teased for his chicken-like wings."
tumnus,lucy,"relation: Lucy finds Mr. Tumnus in Gnarnia, and he welcomes her to that world and warns her of danger."
tumnus,harry beaver,"relation: Harry Beaver is Tumnus' life partner, and both of them ally themselves with Lucy to defeat the White Bitch."
edward,white bitch,"Edward sneaks off to the White Bitch's castle. When he refuses to reveal to her where the others are, she flashes him her breasts, hypnotizing him into giving up the information on the orphans, then imprisons him."
white bitch,silas,The White Bitch sends Silas after the trio;
edward,jack swallows,"Captain Jack Swallows helps Edward escape, only for Edward to find out it was a ruse as Jack, the Bitch's old enemy, needs intelligence out of Edward."
lucy,susan,"[ Lucy, Susan, and Peter head to the camp of Aslo. Aslo agrees to help Edward and manages to kill Silas, but while breaking Edward out, he is slain by the White Bitch. As the orphans have a pre-battle party with their allies, Susan gets drunk and vomits everywhere, disgusting their army enough that nobody shows up to help the orphans the next day.]"
lucy,susan,"[ Lucy, Susan, and Peter engage the White Bitch in battle and all (except for Peter) are killed. ]"
peter,magic remote,[ Peter then finds a magic remote and uses its powers to revive his siblings. ]
harry potter,ron weasley,"[ Lucy, Susan, and Peter meet a graying Harry Potter, along with a balding Ron Weasley and a pregnant Hermione Granger at Hogwarts. They all help Lucy, Susan, and Peter train for the war against the White Bitch. ]"
white bitch,fair and just trial,Peter declares that the White Bitch will receive a fair and just trial in the new Narnia.
white bitch,plan,"Together, they kill the army, defeat the White Bitch, and stop her plan."
tumnus,survived,"Tumnus then shows up, having survived his battle."
