node_1,node_2,edge
irv manders,charlie and andy,Irv Manders attempts to protect Charlie and Andy when the police appear due to his prior emergency call. This causes Andy to explain to Irv that he is just trying to protect his daughter.
rainbird,vicky,"Rainbird visits the McGee home and confronts Vicky, who attempts to counterattack with her repressed telekinetic powers. Rainbird kills her while holding Charlie at knifepoint as Andy and Charlie enter the home."
charlie,rainbird,Charlie's powers overwhelm her and she sends a concussive burst of flames throughout the house while Rainbird holds Andy at knifepoint. They escape into their truck.
rainbird,policemen,Rainbird kills the policemen when they appear due to Irv's prior emergency call.
andy,rainbird,Andy uses his push to trick Rainbird so Charlie can escape to a forest.
charlie,rainbird,"Charlie uses her push to trick Rainbird so he releases Charlie's father, allowing her to escape. Later, when both are surrounded by DSI agents, Charlie spares Rainbird's life."
charlie,dsi,"Charlie breaks into DSI and kills a DSI agent to reach her father's cell. Later, Charlie sets the entire facility on fire, mentally unlocking all the security doors and killing all of the DSI agents."
hollister,charlie,"Hollister is kept in a glass-fronted cell at DSI. Charlie reaches her father's cell and Hollister warns her not to try and burn her, lest she burn her father in the process."
charlie,hollister,Charlie sets both Hollister and himself on fire in a fit of rage.
dsi,andy,Andy is an agent at DSI. Charlie finds Andy's pass card and uses it to gain access to the restricted area where her father is being kept.
rainbird,charlie,"Rainbird telepathically calls for Charlie, not Andy. Later, Rainbird shoots the men in hazmat suits from behind and surrenders to Charlie."
charlie,charlie's father,"Charlie's father is being kept at DSI. Charlie reaches his cell and, in a fit of rage, sets both her father and Hollister on fire."
