node_1,node_2,edge
fifty shades darker,fifty shades freed,"Both sequels, Fifty Shades Darker and Fifty Shades Freed, were adapted from the book sequels and produced by Michael De Luca Productions in 2016. They were shot back-to-back due to the continuity of the storyline."
james foley,fifty shades darker and fifty shades freed,"James Foley directed both sequels, Fifty Shades Darker and Fifty Shades Freed, which were shot back-to-back in 2016."
niall leonard,fifty shades darker and fifty shades freed,"Niall Leonard wrote the script for both sequels, Fifty Shades Darker and Fifty Shades Freed."
michael de luca,fifty shades darker and fifty shades freed,"Michael De Luca and Dana Brunetti returned to produce both sequels, Fifty Shades Darker and Fifty Shades Freed."
e. l. james,fifty shades darker and fifty shades freed,"E. L. James, the author of the book series, was also involved in producing both sequels, Fifty Shades Darker and Fifty Shades Freed."
dakota johnson,fifty shades darker and fifty shades freed,"Dakota Johnson reprised her role as Ana in both sequels, Fifty Shades Darker and Fifty Shades Freed."
jamie dornan,fifty shades darker and fifty shades freed,"Jamie Dornan also returned to his role as Christian Grey in both sequels, Fifty Shades Darker and Fifty Shades Freed."
arielle kebbel,fifty shades darker,"Arielle Kebbel was cast to play the character of Gia Matteo, a beautiful architect hired by Christian to build his home in Fifty Shades Darker."
eric johnson,fifty shades darker,"Eric Johnson was cast as Jack Hyde, Ana's boss at SIP and a stalker, in Fifty Shades Darker."
brant daugherty,fifty shades darker,"Brant Daugherty was signed on to play the role of Sawyer, Christian's personal bodyguard for Ana, in Fifty Shades Darker."
fifty shades darker,fifty shades freed,"Both films, Fifty Shades Darker and Fifty Shades Freed, will be shot back-to-back with principal photography scheduled to commence in early 2016."
universal studios,fifty shades darker,"In November 2015, Universal Studios announced that Fifty Shades Darker would be shot back-to-back with Fifty Shades Freed."
universal studios,fifty shades freed,"In November 2015, Universal Studios announced that Fifty Shades Darker and Fifty Shades Freed would be shot back-to-back."
