node_1,node_2,edge
christian,ana,spouses in newlyweds Christian and Anastasia
christian,new house,new house gifted by Christian to Ana
jack hyde,ana's house,break-in at Ana's house orchestrated by Jack Hyde
ana,bank manager,suspicious bank manager calls Christian
ana,hyde,"At the drop-off site, a psychotic and vengeful Hyde attacks her, kicking her abdomen. Ana tries to stop him as Hyde pulls out the revolver and shoots him in the leg."
christian,ana,Ana blacks out as she hears Christian's voice. She wakes up three days later in the hospital with Christian at her side.
hyde,liz,Hyde was envious of Christian being adopted by the wealthy Grey family instead of him. Hyde blackmailed Liz with a sex tape into being his accomplice.
christian,welch,"Christian's private investigator, Welch, has left a report showing that Christian and Hyde had shared the same foster family, though Christian seems to have no memory of this."
ana,red room,"Ana invites Christian to join her in the red room, where Christian delivers the dialogue 'You're topping from the bottom, Mrs. Grey. But I can live with that.'"
christian,teddy,"Years later at their house by the lake, Ana and Christian are with their son, Teddy."
