node_1,node_2,edge
movie's,summary,"MOVIE'S SUMMARY refers to the brief description of a motion picture, including its major events, themes, and characters."
mary,news anchor,Mary travels to meet the news anchor.
mary,bus passengers,"Mary annoys bus passengers so much, the driver abandons her."
norm,mary,Mary hitchhikes with a trucker named Norm.
elizabeth,mary,"Mary meets and travels with a pair of protesters: Elizabeth, a ditzy but sweet and likeable girl."
howard,mary,"Mary meets and travels with a pair of protesters: Elizabeth, a ditzy but sweet and likeable girl, and Howard, who sells apples he carves into celebrities."
steve,mary,"Initially, it appears that the children are rescued. Mary, who arrives on the scene, accidentally falls into the mine shaft as well while making a beeline for Steve."
hartman,mary,Hartman is made to feel guilty by Elizabeth and Howard for getting Mary into this predicament.
all about steve,kim barker,The Kim Barker penned spec script All About Steve to be developed as a movie.
all about steve,kim barker,The movie All About Steve was adapted from a script written by Kim Barker.
sandra bullock,all about steve,Sandra Bullock played the lead role in the movie All About Steve.
bradley cooper,all about steve,Bradley Cooper co-starred in the movie All About Steve.
fox 2000 pictures,all about steve,Fox 2000 Pictures acquired the rights to produce the movie All About Steve.
"september 4, 2009",all about steve,"All About Steve was released on September 4, 2009."
$33.8 million,all about steve,All About Steve grossed $33.8 million at the North American box office.
the final destination,all about steve,All About Steve finished third in the box office behind The Final Destination and Inglourious Basterds during its first weekend of release.
rotten tomatoes,all about steve,All About Steve received an approval rating of 6% on Rotten Tomatoes based on 140 reviews.
roger ebert,all about steve,Roger Ebert gave All About Steve a rating of one and a half stars out of four.
cinemascore,all about steve,Audiences polled by CinemaScore gave All About Steve an average grade of 'C+'
all about steve,worst picture,The film 'All About Steve' was nominated for the Razzie Award for Worst Picture in 2010.
phil traill,worst director,"Phil Traill, the director of 'All About Steve', was nominated for the Razzie Award for Worst Director in 2010."
sandra bullock,worst actress,Actress Sandra Bullock won the Razzie Award for Worst Actress for her performance in 'All About Steve' in 2010.
sandra bullock,bradley cooper,Sandra Bullock and Bradley Cooper were nominated for the Razzie Award for Worst Screen Couple for their performance in 'All About Steve' in 2010.
kim barker,worst screenplay,Screenwriter Kim Barker was nominated for the Razzie Award for Worst Screenplay for 'All About Steve' in 2010.
all about steve,cinemascore rating of 'c+',The film 'All About Steve' received an average CinemaScore rating of 'C+'.
roger ebert,one and a half stars out of four,Critic Roger Ebert gave the film 'All About Steve' one and a half stars out of four.
time magazine,top ten worst chick flicks,Time Magazine named 'All About Steve' as one of the top ten worst chick flicks.
