node_1,node_2,edge
sharon stone,catherine tramell,Sharon Stone portrays the character Catherine Tramell in this movie.
david morrissey,dr. michael glass,David Morrissey plays the role of Dr. Michael Glass in this film.
charlotte rampling,dr. milena gardosh,Charlotte Rampling acts as Dr. Milena Gardosh in the movie.
david thewlis,roy washburn,David Thewlis is seen as Roy Washburn in this movie.
hugh dancy,adam towers,Hugh Dancy portrays the character Adam Towers in the film.
flora montgomery,michelle broadwin,Flora Montgomery plays the role of Michelle Broadwin in the movie.
indira varma,denise glass,Indira Varma acts as Denise Glass in this film.
heathcote williams,dr. jakob gerst,Heathcote Williams portrays the character Dr. Jakob Gerst in the movie.
anne caillon,laney ward,Anne Caillon plays the role of Laney Ward in this film.
iain robertson,peter ristedes,Iain Robertson is seen as Peter Ristedes in the movie.
stan collymore,kevin franks,Stan Collymore plays the role of Kevin Franks in this film.
kata dobó,magda,Kata Dobó is seen as Magda in the movie.
jan chappell,angela,Jan Chappell plays the role of Angela in this film.
andré schneider,policeman,André Schneider portrays the character Policeman in the movie.
