node_1,node_2,edge
the last days of american crime,action,"The Last Days of American Crime is a 2020 American action thriller film directed by Olivier Megaton from a screenplay written by Karl Gajdusek, based on Rick Remender and Greg Tocchini's 2009 comic of the same name."
the last days of american crime,thriller film,"The Last Days of American Crime is a 2020 American action thriller film directed by Olivier Megaton from a screenplay written by Karl Gajdusek, based on Rick Remender and Greg Tocchini's 2009 comic of the same name."
the last days of american crime,comic,"The Last Days of American Crime is a 2020 American action thriller film directed by Olivier Megaton from a screenplay written by Karl Gajdusek, based on Rick Remender and Greg Tocchini's 2009 comic of the same name."
édgar ramírez,star,"Édgar Ramírez stars in The Last Days of American Crime, a 2020 American action thriller film directed by Olivier Megaton from a screenplay written by Karl Gajdusek, based on Rick Remender and Greg Tocchini's 2009 comic of the same name."
anna brewster,star,"Anna Brewster stars in The Last Days of American Crime, a 2020 American action thriller film directed by Olivier Megaton from a screenplay written by Karl Gajdusek, based on Rick Remender and Greg Tocchini's 2009 comic of the same name."
michael pitt,star,"Michael Pitt stars in The Last Days of American Crime, a 2020 American action thriller film directed by Olivier Megaton from a screenplay written by Karl Gajdusek, based on Rick Remender and Greg Tocchini's 2009 comic of the same name."
patrick bergin,star,"Patrick Bergin stars in The Last Days of American Crime, a 2020 American action thriller film directed by Olivier Megaton from a screenplay written by Karl Gajdusek, based on Rick Remender and Greg Tocchini's 2009 comic of the same name."
sharlto copley,star,"Sharlto Copley stars in The Last Days of American Crime, a 2020 American action thriller film directed by Olivier Megaton from a screenplay written by Karl Gajdusek, based on Rick Remender and Greg Tocchini's 2009 comic of the same name."
rory,bricke's crew,"Bricke's crew includes his brother Rory,"
money,stolen money,"Bricke saves the stolen money to escape to Canada,"
dumois syndicate,johnny dee,"The Dumois syndicate used Graham Bricke’s crew, including Johnny Dee and Rory, to test the API signal in prison,"
kevin cash,shelby dupree,"Kevin Cash is Shelby Dupree's fiancé,"
édgar ramírez,graham bricke,Édgar Ramírez stars as Graham Bricke in the film adaptation
barry levine,kevin turen,"[{'source': 'Barry Levine', 'target': 'The Last Days of American Crime (film)'}, {'source': 'Kevin Turen', 'target': 'The Last Days of American Crime (film)'}]"
