node_1,node_2,edge
christian,ana,"Christian takes Ana to Esclava, a beauty salon owned by Elena Lincoln. A family friend, she is also Christian's former dominant who introduced him to the BDSM lifestyle by sexually assaulting him when he was a minor. Ana is furious that Christian took her there, and that they are business partners after all that."
leila,ana's car,"Leila has been stalking Christian ever since her husband died, causing a nervous breakdown. Prior to the Grey family's annual charity ball, she vandalized Ana's car, scaring Ana and Christian."
christian,leila,"Leila married a man who later died, causing a nervous breakdown. Christian knows her from this background."
mia,christian,"At the ball, Christian's sister Mia mentions that he was expelled from four different schools for brawling."
dr. grace trevelyan-grey,christian,Christian's biological mother overdosed and died. He was alone with her body for three days before being taken to the hospital where Dr. Grace Trevelyan-Grey worked; she cared for and later adopted the young boy.
ana,christian,"Back at work Ana is promoted to acting editor in his place after she refused to attend the expo with Jack, causing some tension between her and Christian when he tell her she shouldn't go."
christian,ana,"Christian exerts his influence to have Jack fired, and Ana is promoted to acting editor in his place. Christian asks Ana to move in with him and she agrees. At Ana's apartment, Leila, there waiting for her, threatens her with a gun. Christian and his driver/bodyguard, Jason Taylor, enter and Christian disarms Leila by becoming her dominant once more."
christian,elena,Christian overhears Elena accusing Ana of being a gold digger.
christian,elena,"In the given context, Christian overhears Elena and dismissively tells Ana that Elena taught him 'how to fuck'."
ana,christian,"Later in the context, Christian formally proposes to Ana with a ring and she accepts."
grace,elena,Grace demands Elena leave for good after overhearing Christian's dismissive comment about her teaching Christian 'how to fuck'.
