node_1,node_2,edge
ghost rider,development,"Marvel began development for Ghost Rider as early as 1992 and were in discussions with potential producers to sell the rights to. In 1997, Gale Anne Hurd was listed as producer, with Jonathan Hensleigh attached to write the script."
johnny blaze,ghost rider,Johnny Blaze transforms into Ghost Rider to fight against evil forces.
columbia pictures,ghost rider,Columbia Pictures acquired the rights to produce a movie based on the Ghost Rider character from Dimension Films.
spider-man,columbia pictures' success with spider-man,Columbia Pictures' success with Spider-Man led them to seek the rights to produce a movie based on the Ghost Rider character.
mark steven johnson,ghost rider,Mark Steven Johnson took over as director for Ghost Rider after Goyer's script was deemed unworkable.
shane salerno,ghost rider,"Shane Salerno wrote a script for Ghost Rider, which was later rewritten by Mark Steven Johnson."
nicolas cage,johnny blaze,Nicolas Cage portrayed the character Johnny Blaze in Ghost Rider.
eva mendes,roxanne simpson,Eva Mendes played the role of Roxanne Simpson in Ghost Rider.
wes bentley,blackheart,Wes Bentley portrayed the character Blackheart in Ghost Rider.
ghost rider's skull flames,rage,"In the comics, Ghost Rider's skull flames were only displayed during moments of rage. However, in the movie, they became smaller and blue to display any emotion other than rage."
grace,hell cycle,"during the supernatural transformation scene, the practical prop Grace is modeled in detail and transformed into the digital version Hell Cycle. Each part of Grace's geometry has to match up and morph with a piece of geometry on the Hell Cycle."
grace,hell cycle,"Max Tyrie animated the transformation scene, while Joe Spadaro finalized it. Both Grace and Hell Cycle are key concepts mentioned in the given context."
grace,digital version of the hell cycle,"The digital version of the hell cycle is modeled based on the practical prop Grace used in the film, and includes animatable skeletal hands that come alive to wrap the gas tank during the supernatural transformation scene."
grace,dane,Sound designer Dane manipulated Grace's voice during the given context.
grace,hell cycle,"The 'Grace' geometry had to match up and morph with a piece of geometry on the 'Hell Cycle'. This indicates that both terms, 'Grace' and 'Hell Cycle', are related as they refer to geometry and need to synchronize or transform into each other in some way."
ghost rider,voice,"Ghost Rider's voice was manipulated for the movie. This suggests a relationship between Ghost Rider and his voice, implying that they are distinct entities."
sound designer dane davis,academy award,Sound designer Dane Davis won an Academy Award for Sound Editing for The Matrix. This indicates that Davis's Academy Award-winning skill in sound editing was utilized in the movie.
cage's line readings,animal growls,"Cage's line readings were filtered through three different kinds of animal growls that were played backwards and covered separate frequencies. This highlights the close relation between Cage's speech and animal sounds, which were inverted to produce a unique effect."
davis,dialogue,"Davis amplified the dialogue through a mechanical volumizer. This implies that Davis had an impact on the dialogue, indicating that Davis and dialogue are related."
director johnson,"deep, demonic, mechanical lion's roar","Director Johnson described the sound as a 'deep, demonic, mechanical lion's roar'. This suggests that Johnson and the described sound are related, implying that the sound could be associated with Johnson's directional style or creative vision."
