node_1,node_2,edge
dwayne johnson,lieutenant mitch buchannon,The character portrayed by Dwayne Johnson in the movie is Lieutenant Mitch Buchannon.
zac efron,matt brody,The character portrayed by Zac Efron in the movie is Matt Brody.
alexandra daddario,summer quinn,The character portrayed by Alexandra Daddario in the movie is Summer Quinn.
kelly rohrbach,c. j. parker,The character portrayed by Kelly Rohrbach in the movie is C. J. Parker.
jon bass,ronnie greenbaum,The character portrayed by Jon Bass in the movie is Ronnie Greenbaum.
priyanka chopra,victoria leeds,The character portrayed by Priyanka Chopra in the movie is Victoria Leeds.
ilfenesh hadera,stephanie holden,The character portrayed by Ilfenesh Hadera in the movie is Stephanie Holden.
yahya abdul-mateen ii,sergeant garner ellerbee,The character portrayed by Yahya Abdul-Mateen II in the movie is Sergeant Garner Ellerbee.
rob huebel,captain thorpe,The character portrayed by Rob Huebel in the movie is Captain Thorpe.
hannibal buress,"dave, the tech","The character portrayed by Hannibal Buress in the movie is Dave, The Tech."
oscar nunez,councilman rodriguez,The character portrayed by Oscar Nunez in the movie is Councilman Rodriguez.
amin joseph,frankie,The character portrayed by Amin Joseph in the movie is Frankie.
jack kesy,leon,The character portrayed by Jack Kesy in the movie is Leon.
belinda peregrín,carmen,The character portrayed by Belinda Peregrín in the movie is Carmen.
pamela anderson,captain casey jean parker[9][10],The character portrayed by Pamela Anderson in the movie is Captain Casey Jean Parker[9][10].
david hasselhoff,the mentor,The character portrayed by David Hasselhoff in the movie is The Mentor.
