node_1,node_2,edge
superbad,goodie two shoes,"Goodie Two Shoes is a spoof of Superbad, written by Jason Friedberg and Aaron Seltzer as a parody of the original film."
disaster movies,goodie two shoes,The idea for Goodie Two Shoes transformed into parodying the string of disaster movies that saw release in recent years.
matt lanter,goodie two shoes,Matt Lanter was cast as the lead in Goodie Two Shoes.
vanessa minnillo,goodie two shoes,Vanessa Minnillo signed up to be a main cast member in Goodie Two Shoes.
gary 'g thang' johnson,goodie two shoes,Gary 'G Thang' Johnson signed up to be a main cast member in Goodie Two Shoes.
carmen electra,goodie two shoes,Carmen Electra signed up to be a main cast member in Goodie Two Shoes.
disaster movie,matt lanter,"Lead actor Matt Lanter, whose real name is Matthew Mackendrick Lanter, starred in the comedy disaster movie Disaster Movie."
disaster movie,vanessa minnillo,Actress Vanessa Minnillo played the character Amy in the movie Disaster Movie.
disaster movie,gary 'g thang' johnson,Actor Gary 'G Thang' Johnson portrayed the character Calvin in the comedy disaster movie Disaster Movie.
disaster movie,carmen electra,Actress Carmen Electra appeared as the Beautiful Assassin in the movie Disaster Movie.
april 28,disaster movie,Filming for the comedy disaster movie Disaster Movie commenced on April 28 and concluded on June 6 in Louisiana.
william elliott,disaster movie,"Oscar-nominated production designer William Elliott worked on the sets for Disaster Movie, having done so for other films in the Date series."
