node_1,node_2,edge
movies,summary,Movies have a summary which provides a brief description of the plot or storyline.
joey king,elle,Joey King stars as Elle in The Kissing Booth 3.
joel courtney,noah,Joel Courtney stars as Noah in The Kissing Booth 3.
jacob elordi,marco,"Jacob Elordi, who played Marco in The Kissing Booth and The Kissing Booth 2, appears in The Kissing Booth 3."
taylor zakhar perez,rachel,Taylor Zakhar Perez plays Rachel in The Kissing Booth 3.
maisie richardson-sellers,lee,Maisie Richardson-Sellers returns as Lee in The Kissing Booth 3.
molly ringwald,rachel's mother,Molly Ringwald plays Rachel's mother in The Kissing Booth 3.
elle,marco,"While Marco gets a job in the area, during a day at the waterpark, Noah and Marco clash, prompting Noah to call Elle naive for not seeing that Marco still has feelings for her. Tensions escalate when she struggles to divide her time between the brothers."
elle,noah,"Simultaneously, Elle struggles with accepting her father's new girlfriend, Linda (also a friend of her late mom), fearing that she'll replace her. Encouraged by Chloe (who is coping with her parents' divorce) to talk to Elle, Noah makes up with her."
elle,chloe,"Simultaneously, Elle struggles with accepting her father's new girlfriend, Linda (also a friend of her late mom), fearing that she'll replace her. Encouraged by Chloe (who is coping with her parents' divorce) to talk to Elle, Noah makes up with her."
elle,father,"That night, Elle fights with her father over Linda, accusing him of only dating her for his own pride; in response, he angrily recounts the sacrifices he has made for her and her brother Brad and that she is not the only person who deserves to be loved."
marco,elle,"Marco shows up at the Fourth of July party where he again fights with Noah and punches him, but Noah refuses to retaliate. Marco admits to Elle he does still have feelings for her, but she rejects him."
lee,elle,"Heartbroken, Elle misses a bucket list with Lee to play Dance Dance Revolution. Arguing, Lee tells her that he's never mattered to her compared to Noah, while she tells him to grow up and that all of her decisions this summer have been about trying to make everybody happy."
the kissing booth,motorcycle ride,"In context, Elle and Noah go on a motorcycle ride while being back in town. This indicates that the movie 'The Kissing Booth' is related to the concept of a motorcycle ride."
elle,noah,"In context, Elle and Noah part ways after looking back at each other. This signifies that Elle and Noah are related characters in 'The Kissing Booth'."
elle,california coastline,"In context, Elle and Noah ride down the California coastline while having fun. This suggests that Elle is related to the concept of the California coastline as she is present in that location."
elle,laughing,"In context, Elle and Noah laugh while riding motorcycles. This indicates that Elle is related to the concept of laughing as she is involved in this action."
the kissing booth 3,july 2020,"In context, it was announced that 'The Kissing Booth 3' had been secretly shot back-to-back with the second film in South Africa in July 2020. This suggests that 'The Kissing Booth 3' is related to the time period of July 2020."
the kissing booth 3,south africa,"In context, 'The Kissing Booth 3' was secretly shot back-to-back with the second film in South Africa. This implies that 'The Kissing Booth 3' is related to the location of South Africa."
the kissing booth 3,netflix,"In context, 'The Kissing Booth 3' was released on Netflix. This suggests that 'The Kissing Booth 3' is related to the concept of Netflix as it was distributed through this platform."
the kissing booth 3,"august 11, 2021","In context, 'The Kissing Booth 3' was released on August 11, 2021. This indicates that 'The Kissing Booth 3' is related to the specific date of its release."
the kissing booth 3,rotten tomatoes,"In context, 'The Kissing Booth 3' has a rating on Rotten Tomatoes. This signifies that 'The Kissing Booth 3' is related to the concept of Rotten Tomatoes and its review aggregation services."
the kissing booth 3,"august 11, 2021","In context, 'The Kissing Booth 3' received mixed reviews and was released on August 11, 2021. This implies that the release of 'The Kissing Booth 3' is related to its reception by the audience."
