node_1,node_2,edge
hubie halloween,adam sandler,Hubie Halloween is Adam Sandler's next film as part of his Netflix deal.
kevin james,hubie halloween,Kevin James is a part of the cast for Hubie Halloween.
julie bowen,hubie halloween,Julie Bowen is a part of the cast for Hubie Halloween.
maya rudolph,hubie halloween,Maya Rudolph is a part of the cast for Hubie Halloween.
steve buscemi,hubie halloween,Steve Buscemi is a part of the cast for Hubie Halloween.
rob schneider,hubie halloween,Rob Schneider is a part of the cast for Hubie Halloween.
tim meadows,hubie halloween,Tim Meadows is a part of the cast for Hubie Halloween.
colin quinn,hubie halloween,Colin Quinn is a part of the cast for Hubie Halloween.
blake clark,hubie halloween,Blake Clark is a part of the cast for Hubie Halloween.
shaquille o'neal,hubie halloween,Shaquille O'Neal is a part of the cast for Hubie Halloween.
ray liotta,hubie halloween,Ray Liotta is attached to Hubie Halloween.
michael chiklis,hubie halloween,Michael Chiklis is attached to Hubie Halloween.
kenan thompson,hubie halloween,Kenan Thompson is attached to Hubie Halloween.
peyton list,hubie halloween,Peyton List is attached to Hubie Halloween.
china anne mcclain,hubie halloween,China Anne McClain is attached to Hubie Halloween.
paris berelc,hubie halloween,Paris Berelc is attached to Hubie Halloween.
june squibb,hubie halloween,June Squibb is attached to Hubie Halloween.
noah schnapp,hubie halloween,Noah Schnapp is attached to Hubie Halloween.
mikey day,hubie halloween,Mikey Day is attached to Hubie Halloween.
melissa villaseñor,hubie halloween,Melissa Villaseñor is attached to Hubie Halloween.
kym whitley,hubie halloween,Kym Whitley is attached to Hubie Halloween.
lavell crawford,hubie halloween,Lavell Crawford is attached to Hubie Halloween.
betsy sodaro,hubie halloween,Betsy Sodaro is attached to Hubie Halloween.
george wallace,hubie halloween,George Wallace is attached to Hubie Halloween.
