node_1,node_2,edge
tommy wiseau,johnny,Tommy Wiseau played the character of Johnny in The Room.
juliette danielle,lisa,Juliette Danielle portrayed Lisa in The Room.
greg sestero,mark,"In The Room, Greg Sestero acted as Mark."
philip haldiman,denny,Philip Haldiman played the role of Denny in The Room.
carolyn minnott,claudette,Carolyn Minnott portrayed Claudette in The Room.
robyn paris,michelle,Robyn Paris acted as Michelle in The Room.
scott holmes,mike,"In The Room, Scott Holmes portrayed Mike."
dan janjigian,chris-r,Dan Janjigian played the role of Chris-R in The Room.
kyle vogt,peter,"In The Room, Kyle Vogt acted as Peter."
greg ellery,steven,Greg Ellery portrayed Steven in The Room.
