node_1,node_2,edge
bodhi tree,squirrels,"When squirrels climb the Bodhi Tree, it tickles Jack."
gardener,bodhi tree,"When the gardener tries to poison the Bodhi Tree with DDT, Jack gets high on the fumes, and when the gardener tries to water it, Jack starts to sweat and perspire profusely."
jack,tree,The tree loses most of its leaves due to Jack's singing caused by alcohol consumption.
jack,dr. sinja,Jack confronts Dr. Sinja and asks how to end the curse.
jack,wife,"Jack tries to reconcile with his wife, but she remains hesitant."
jack,leaves,Jack expends the last three leaves of the tree with the words 'I forgive you'.
aaron,tree's leaves,"Aaron calls Jack on his cell phone and tells him the tree's leaves have magically reappeared, so he can now talk freely again."
jack,aaron,"Jack promotes Aaron to his old position, and Aaron helps Jack with making a deal for his book"
a thousand words,book,Jack writes a book called A Thousand Words
bodhi tree,office,"Aaron's smaller office has a Bodhi Tree, which is implied to be a prank since no leaves are shown falling off as Aaron speaks"
jack,caroline,Jack and Caroline get back together
caroline,family-friendly house,"Caroline asks for a family-friendly house, which Jack and Caroline buy with the bodhi tree in their front yard"
