node_1,node_2,edge
tom cruise,sofia boutella,Both Tom Cruise and Sofia Boutella are featured in the cast of the movie.
tom cruise,annabelle wallis,Tom Cruise and Annabelle Wallis both appear in the movie's cast as characters Nick Morton and Jennifer 'Jenny' Halsey respectively.
sofia boutella,ahmanet,Sofia Boutella portrays the character of Ahmanet in the movie.
annabelle wallis,jennifer 'jenny' halsey,Annabelle Wallis plays the role of Jennifer 'Jenny' Halsey in the movie.
sofia boutella,ahmanet,"Ahmanet, portrayed by Sofia Boutella, is the title character of the movie."
tom cruise,chris vail,"In addition to Nick Morton, Tom Cruise's co-star Jake Johnson plays Chris Vail in the movie."
jake johnson,chris vail,Chris Vail is portrayed by Jake Johnson in the movie.
courtney b. vance,colonel greenway,"In the movie, Courtney B. Vance takes on the character of Colonel Greenway."
marwan kenzari,malik,Marwan Kenzari plays the role of Malik in the movie.
javier botet,set,"In the movie, Set is portrayed by Javier Botet."
