node_1,node_2,edge
joey king,elle evans,Joey King portrays the character Elle Evans in the movie.
joey king,mrs. flynn,"In the movie, Joey King's character Elle Evans is the daughter of Mrs. Flynn, played by Meganne Young."
joel courtney,lee flynn,Joel Courtney acts as Lee Flynn in the movie.
jacob elordi,noah flynn,Jacob Elordi essays the role of Noah Flynn in the film.
taylor zakhar perez,marco valentin peña,Taylor Zakhar Perez portrays Marco Valentin Peña in the movie.
maisie richardson-sellers,chloe winthrop,"In the movie, Maisie Richardson-Sellers's character is called Chloe Winthrop."
meganne young,rachel,Meganne Young depicts Rachel in the movie.
stephen jennings,mike evans,Stephen Jennings plays the role of Mike Evans in the movie.
chloe williams,joni evans,"In the movie, Chloe Williams's character is called Joni Evans."
morné visser,mr. flynn,Morné Visser portrays Mr. Flynn in the movie.
bianca bosch,olivia,"In the movie, Bianca Bosch's character is named Olivia."
zandile madliwa,gwyneth,The name of Zandile Madliwa's character in the movie is Gwyneth.
camilla wolfson,mia,"In the movie, Camilla Wolfson portrays a character named Mia."
carson white,brad evans,The character Brad Evans in the movie is played by Carson White.
judd krok,ollie,"In the movie, Judd Krok's character is named Ollie."
frances sholto-douglas,vivian,Frances Sholto-Douglas essays the role of Vivian in the movie.
evan hengst,miles,"In the movie, Evan Hengst's character is called Miles."
sanda shandu,randy,The name of Sanda Shandu's character in the movie is Randy.
hilton pelser,barry,"In the movie, Hilton Pelser depicts the role of Barry."
trent rowe,melvin,Trent Rowe's character in the movie is named Melvin.
michelle allen,heather,"In the movie, Michelle Allen depicts a character called Heather."
joshua eddy,tuppen,The name of Joshua Eddy's character in the movie is Tuppen.
nathan lynn,cameron,"In the movie, Nathan Lynn portrays a character named Cameron."
byron langley,warren,Byron Langley's character in the movie is called Warren.
cameron scott,ashton,The name of Cameron Scott's character in the movie is Ashton.
bianca amato,linda,"In the movie, Bianca Amato portrays a character called Linda."
melanie pappenhiem,sophie,The name of Melanie Pappenhiem's character in the movie is Sophie.
