node_1,node_2,edge
sharon tate,nightmare,Sharon Tate describes a nightmare to a journalist where she and Jay Sebring have their throats slashed.
august 1968,sharon tate,"In August 1968, Sharon Tate returns home after spending six months in Europe filming The Thirteen Chairs."
roman polanski,sharon tate,Sharon Tate is married to Roman Polanski.
abigail 'gibby' folger,sharon tate,Friend/house-sitter Abigail 'Gibby' Folger stays in Sharon Tate's house.
wojciech frykowski,sharon tate,Sharon Tate's friend Wojciech Frykowski stays in her house along with Abigail 'Gibby' Folger.
charles manson,house's former owner,"Charles Manson asks to see the house's former owner, music producer Terry Melcher."
william garretson,sharon tate,"Sharon Tate asks what happened to the previous caretaker, William Garretson."
steven parent,sharon tate,"A new caretaker, Steven Parent, is living in a trailer on the property without Sharon Tate's knowledge."
sharon,manson,Sharon uncovers a recording of folk music by Manson and becomes convinced that Manson and his 'family' are plotting to kill her.
sharon,abigail,"Sharon tells Jay that she finds Abigail and Wojciech's extended stay at her home oppressive, and that she wishes they would leave."
sharon,tex watson,"Sharon has a nightmare in which she, Jay, Abigail, and Wojciech are brutally murdered by Tex Watson, Patricia Krenwinkel, and Susan Atkins."
abigail,strange women,Abigail and Sharon encounter two strange women during their walk.
sharon,steven,"Sharon brings the Manson recording to Steven, who is knowledgeable about technology, and he determines that it contains subliminal messages when played in reverse."
sharon,melcher,Sharon uncovers a recording of folk music by Manson left behind by Melcher.
abigail,woman standing outside the window,Abigail sees a woman standing outside the window of her bedroom.
sharon,steven,"Sharon rushes to the car with Steven, attempting to thwart his impending murder. They both flee back to the house on foot as Tex shoots in their direction repeatedly."
sharon,tex,"Sharon confronts Tex and stabs him with a penknife, freeing Jay during the ensuing melee."
abigail,susan,Abigail kills Susan by smashing her head on the corner of a table.
patricia,wojciech,"Patricia searches for Wojciech in the house and attempts to kill him, but he violently beats her before drowning her in the bathtub."
tex,sharon,"Tex breaches the camper, but Steven beats him with a shovel before Sharon shoots him to death."
steven,tex,Steven attempts to use a CB radio to call for help as Tex tracks the group.
sharon,sharon,"Sharon returns to observe the crime scene and realizes that her ""premonitions"" were actually memories, and she and the others are, in fact, ghosts."
