node_1,node_2,edge
sean maguire,king leonidas,Sean Maguire portrays the character of King Leonidas in this movie.
zachary dylan smith,young leonidas,Zachary Dylan Smith is playing the role of young Leonidas in this movie.
kevin sorbo,captain artemis,"In this movie, Kevin Sorbo essays the character of Captain Artemis."
carmen electra,queen margo,Carmen Electra has been cast as Queen Margo in this movie.
ken davitian,king xerxes,Ken Davitian is playing the role of King Xerxes in this movie.
diedrich bader,councilman traitoro,"In this movie, Diedrich Bader is portraying the character of Councilman Traitoro."
travis van winkle,sonio,Travis Van Winkle is acting as Sonio in this movie.
jareb dauplaise,dilio,"In this movie, Jareb Dauplaise has been cast as Dilio."
hunter clary,leo jr.,"In this movie, Hunter Clary is acting as Leo Jr."
phil morris,messenger,"In this movie, Phil Morris is playing the role of Messenger."
method man,persian emissary,"In this movie, Method Man is portraying the character of Persian Emissary."
andy basargian,brad pitt,"In this movie, Andy Basargian is playing the role of Brad Pitt."
tiffany claus,angelina jolie,"In this movie, Tiffany Claus is acting as Angelina Jolie."
nick steele,kevin federline,"In this movie, Nick Steele is playing the role of Kevin Federline."
winter jones,sanjaya malakar,"In this movie, Winter Jones is portraying the character of Sanjaya Malakar."
christopher lett,randy jackson,"In this movie, Christopher Lett is acting as Randy Jackson."
nate haden,ryan seacrest,"In this movie, Nate Haden is acting as Ryan Seacrest."
robin atkin downes,narrator,"In this movie, Robin Atkin Downes is acting as the narrator."
