node_1,node_2,edge
cuba gooding jr.,charlie hinton,"Cuba Gooding Jr. Plays the role of Charlie Hinton, who is the co-owner of Daddy Day Care and Daddy Day Camp."
eddie murphy,charlie hinton,Charlie Hinton was previously played by Eddie Murphy in the original film.
lochlyn munro,lance warner,"Lochlyn Munro plays the role of Lance Warner, who is Charlie's childhood enemy and the owner of the rival camp Canola."
charlie hinton,lance warner,"Charlie Hinton has a relationship with his childhood enemy Lance Warner, who is the owner of the rival camp Canola."
richard gant,col. buck hinton,"Richard Gant plays the role of Col. Buck Hinton, who is Charlie's estranged father and a military officer."
charlie hinton,col. buck hinton,Charlie Hinton has a relationship with his estranged father Col. Buck Hinton.
paul rae,phil ryerson,"Paul Rae plays the role of Phil Ryerson, who is Charlie's best friend and co-owner of Daddy Day Care and Daddy Day Camp."
charlie hinton,phil ryerson,"Charlie Hinton has a relationship with his best friend Phil Ryerson, who is the co-owner of Daddy Day Care and Daddy Day Camp."
tamala jones,kim hinton,"Tamala Jones plays the role of Kim Hinton, who is Charlie's wife."
charlie hinton,kim hinton,Charlie Hinton has a relationship with his wife Kim Hinton.
josh mclerran,dale,"Josh McLerran plays the role of Dale, who is an oafish young counselor at Camp Driftwood and the driver for the camp's bus."
charlie hinton,dale,"Charlie Hinton has a relationship with Dale, who is an oafish young counselor at Camp Driftwood and the driver for the camp's bus."
spencir bridges,ben hinton,"Spencir Bridges plays the role of Ben Hinton, who is Charlie's son and Becca and Max's best friend from when they first met in Daddy Day Care four years ago."
charlie hinton,ben hinton,Charlie Hinton has a relationship with his son Ben Hinton.
dallin boyce,max ryerson,"Dallin Boyce plays the role of Max Ryerson, who is Phil's son and Becca and Ben's best friend."
phil ryerson,max ryerson,"Phil Ryerson has a relationship with his son Max Ryerson, who is Becca and Ben's best friend."
molly jepson,becca,"Molly Jepson plays the role of Becca, who is a smart girl, Max and Ben's best friend from when they first met in Daddy Day Care four years ago."
max ryerson,becca,"Max Ryerson has a relationship with Becca, who is a smart girl and his best friend from when they first met in Daddy Day Care four years ago."
tamala jones,kim hinton,"Charlie Hinton's relationship with Kim Hinton is related to Tamala Jones, who plays the role of Kim Hinton."
richard gant,col. buck hinton,"Charlie Hinton's relationship with Col. Buck Hinton is related to Richard Gant, who plays the role of Col. Buck Hinton."
paul rae,phil ryerson,"Charlie Hinton's relationship with Phil Ryerson is related to Paul Rae, who plays the role of Phil Ryerson."
spencir bridges,ben hinton,"Charlie Hinton's relationship with Ben Hinton is related to Spencir Bridges, who plays the role of Ben Hinton."
dallin boyce,max ryerson,"Charlie Hinton's relationship with Max Ryerson is related to Dallin Boyce, who plays the role of Max Ryerson."
molly jepson,becca,"Charlie Hinton's relationship with Becca is related to Molly Jepson, who plays the role of Becca."
sean patrick flaherty,lance,"denies having since he hates kids. Sean Patrick Flaherty portrays Robert 'Bobby' Jefferson Warner, a character who is the son of Lance and whom he denies having because he hates children."
sean patrick flaherty,robert 'bobby' jefferson warner,"The character Sean Patrick Flaherty plays is Robert 'Bobby' Jefferson Warner, a bratty and arrogant son of Lance."
