node_1,node_2,edge
felipe riva and his wife daniella,u.s. marshal jackson,"Cooper joins U.S. Marshal Jackson, protecting Felipe Riva and his wife Daniella"
daniella,cooper,"When the assassins show up, they stow away in a horse trailer hooked to a pickup truck. When the truck stops, Cooper tries to steal it, but the owner, Red, reappears with a gun. She and Daniella flee, find another pickup, and drive away."
red,cooper,"When the truck stops, Cooper tries to steal it, but the owner, Red, reappears with a gun."
randy,daniella,Daniella is pleased to see Randy flirting with Cooper.
cooper,randy,Cooper agrees to take off the bracelet in exchange for Randy's help.
daniella,cooper,"After they succeed, Daniella knocks out Cooper in a single punch."
cortez,daniella,Daniella reveals her intentions to kill Cortez.
cooper,daniella,Cooper arrives and stops Daniella from killing Cortez.
emmett,cooper,"Emmett pulls a gun on Cooper, but Cooper tases him and he catches fire."
daniella,cortez's daughter's quinceañera,Daniella sneaks into Cortez's daughter's quinceañera as a man to get close to Daniella.
cooper,emmett,"Captain Emmett advises Cooper to let the FBI take care of Cortez, but she ignores him."
daniella,testify in dallas,"Daniella was not going to testify in Dallas, but instead hired the men to 'kidnap' her before she was escorted out of her house."
cooper,cortez's daughter's quinceañera,A woman mistakes Cooper for a pervert and throws her out of the bathroom at Cortez's daughter's quinceañera.
cooper,daniella,Cooper tries to get Daniella to wear a wire to get Cortez's confession to her brother's murder.
