node_1,node_2,edge
jenn proske,becca crane,Jenn Proske portrays the character Becca Crane in this movie.
matt lanter,edward sullen,Matt Lanter plays the role of Edward Sullen in this movie.
christopher n. riggi,jacob white,Christopher N. Riggi acts as Jacob White in this movie.
ken jeong,daro,Ken Jeong depicts the character Daro in this movie.
anneliese van der pol,jennifer,Anneliese van der Pol portrays Jennifer in this movie.
diedrich bader,sheriff frank crane,Diedrich Bader depicts Sheriff Frank Crane in this movie.
arielle kebbel,rachel,Arielle Kebbel portrays Rachel in this movie.
b. j. britt,antoine,B. J. Britt plays the role of Antoine in this movie.
charlie weber,jack,Charlie Weber portrays Jack in this movie.
crista flanagan,eden,Crista Flanagan depicts Eden in this movie.
jun hee lee,derric,Jun Hee Lee depicts Derric in this movie.
david deluise,fisherman scully,David DeLuise portrays Fisherman Scully in this movie.
dave foley,principal smith,Dave Foley portrays Principal Smith in this movie.
randal reeder,biker dude,Randal Reeder depicts Biker Dude in this movie.
nick eversman,jeremiah sullen,Nick Eversman portrays Jeremiah Sullen in this movie.
zane holtz,alex,Zane Holtz plays the role of Alex in this movie.
krystal mayo,buffy the vampire slayer,Krystal Mayo portrays Buffy the Vampire Slayer in this movie.
