node_1,node_2,edge
nick swardson,bucky larson,Nick Swardson portrays the character Bucky Larson in this movie.
christina ricci,kathy mcgee,Christina Ricci depicts Kathy McGee in the film.
edward herrmann,jeremiah larson,Edward Herrmann essays the role of Jeremiah Larson in the movie.
kevin nealon,gary,"In this film, Kevin Nealon acts as Gary."
don johnson,miles deep,Don Johnson depicts Miles Deep in the movie.
stephen dorff,dick shadow,"In this film, Stephen Dorff portrays Dick Shadow."
miriam flynn,debbie larson,Miriam Flynn depicts Debbie Larson in the movie.
ido mosseri,j. day,"In this film, Ido Mosseri portrays J. Day."
nick turturro,antonio,"In this movie, Nick Turturro acts as Antonio."
curtis armstrong,clint,Curtis Armstrong portrays the character Clint in this film.
mario joyner,claudio,"In this movie, Mario Joyner plays the role of Claudio."
mary pat gleason,marge,Mary Pat Gleason portrays Marge in this film.
brandon hardesty,lars,"In this movie, Brandon Hardesty acts as Lars."
adam herschman,dale,Adam Herschman depicts Dale in the movie.
beverly polcyn,mrs. bozobop,Beverly Polcyn portrays Mrs. Bozobop in the movie.
jonathan loughran,bondage guy,"In this movie, Jonathan Loughran acts as the Bondage guy."
peter dante,dante,"In this film, Peter Dante depicts Dante."
jimmy fallon,himself,"In this film, Jimmy Fallon appears as himself."
