node_1,node_2,edge
nick,school bus,Lenny commandeered his children's school bus from Nick.
ballet recital,mcdonough elementary,Police officers Fluzoo and Dante escorted the friends to Becky's ballet recital at McDonough Elementary.
abandoned quarry,college party,"The brothers Andre and Greg accompany Braden to an abandoned quarry, where they join a college party."
college fraternity,lenny and his friends,"Confronted by a hostile college fraternity led by Milo and Andy, who force them to jump in naked from the highest point. The frat boys blame Lenny and his friends and swear revenge."
kurt,charlotte,Kurt's daughter Charlotte agrees to go on a date.
lenny,keith,Lenny's younger son Keith struggles with his own bully Duffy.
marcus,van,"The friends take Marcus' van, vandalized by Braden, to Eric's auto body shop,"
eric,sally,Eric apologizes to Sally for avoiding her to spend time with his mother.
kyle,roxanne,"Lenny becomes suspicious of Kyle's relationship with Roxanne,"
penny,lenny,Penny's lifelong obsession with Lenny angers Roxanne.
andre,driving test,"Andre passes his driving test overseen by Wiley,"
nancy arbuckle,greg,"Greg succeeds in asking out Nancy Arbuckle, a girl he has a crush on."
lenny,roxanne,relationship: Lenny tells Roxanne that she is pregnant.
lenny,kyle,"relationship: Lenny does not have an affair with Kyle, who has repaired Becky's stuffed animal."
lenny,tommy,relationship: Lenny challenges Tommy to a fight.
tommy,lenny,relationship: Tommy takes a dive to allow Lenny to look tough in front of his bullied son.
fraternity members,townsfolk,relationship: Fraternity members insult the townsfolk.
andy,deer,"relationship: Andy gets attacked by the deer, thanks to Becky's tactic with her stuffed animal."
eric's mother,lenny,relationship: Eric's mother reassures Lenny about his new baby.
lenny,roxanne,"relationship: Lenny and Roxanne reconcile, looking forward to their growing family."
