node_1,node_2,edge
morris chestnut,gordon mitchell,"In the movie, Morris Chestnut portrays the character of Gordon Mitchell."
salli richardson-whitfield,gail stern,Salli Richardson-Whitfield acts as Gail Stern in the movie.
matthew marsden,dr. jack byron,"In the movie, Matthew Marsden plays the role of Dr. Jack Byron."
eugene byrd,cole burris,Eugene Byrd enacts the character of Cole Burris in the movie.
kadee strickland,sam rogers,"In the movie, KaDee Strickland is seen as Sam Rogers."
johnny messner,bill johnson,Johnny Messner portrays Bill Johnson in the movie.
karl yune,tran wu,"In the movie, Karl Yune essays the role of Tran Wu."
nicholas gonzalez,dr. ben douglas,Nicholas Gonzalez is seen as Dr. Ben Douglas in the movie.
andy anderson,john livingston,"In the movie, Andy Anderson portrays John Livingston."
nicholas hope,christian van dyke,"In the movie, Nicholas Hope acts as Christian Van Dyke."
peter curtin,lawyer,Peter Curtin plays the role of a Lawyer in the movie.
denis arndt,ceo,"In the movie, Denis Arndt is seen as CEO."
andre tandjung,bartender,"In the movie, Andre Tandjung plays the character of a Bartender."
khoa do,lead lopak hunter,Khoa Do is seen as Lead Lopak Hunter in the movie.
aireti,lopak hunter,"In the movie, Aireti also portrays a character named Lopak Hunter."
