node_1,node_2,edge
farmer,gallian,"Gallian kills Farmer's son, Zeph, through a Krug avatar and claims to be unable to read Farmer."
solana,gallian,Gallian takes Solana prisoner along with other Stonebridge inhabitants.
muriella,gallian,"Muriella falls in love with Gallian, but later confesses to her father that she realizes his dark nature and leaves him."
merick,farmer,"Merick tries to learn of Farmer's identity when he notices Norick, who he believes he has seen before."
norick,bastian,"Farmer fights alongside Norick and his brother-in-law, Bastian, during the Krug attack on Stonebridge."
farmer,camden konreid,"Farmer is Camden Konreid, who was found by Norick during a battle at Oxley Pass and was cared for by Stonebridge's inhabitants. Konreid disapproves of Merick's claims that Farmer is his long lost son."
farmer,norick,"Norick was considered to be the adoptive father of Farmer, who was found by him during a battle at Oxley Pass."
gallian,solana,"Gallian has taken Solana's power away and she confesses to her father, who believes that her love for Gallian has created an imbalance of their powers in Gallian's favour."
konreid,fallow,"Konreid catches Fallow, who is his selfish and immature nephew, in his treachery."
elora,nymphs,Elora leads the reclusive nymphs through Sedgwick Forest.
farmer,konreid,Farmer was declared as Konreid's son with his last breath before dying in the battle.
ehb's army,the krug,A battle erupts between Ehb's army and The Krug.
fallow,his personal guard,"When Konreid catches Fallow in his treachery, only his personal guard remains by his side as the company turns from him and joins Ehb's army."
tarish,fallow,"Tarish challenges Fallow to a duel, and Tarish wins, taking Fallow away after the battle."
norick,bastian,"Norick and Bastian fight the Krug while being taken to Gallian's lair at Christwind Hold, resulting in Norick's death."
merick,gallian,"Merick magically enters Gallian's lair to fight him, but Gallian manages to kill Merick during their sword battle."
solana,farmer,"Farmer finds Solana in Gallian's lair and fights Gallian while she remains behind, revealing that she is pregnant with Farmer's second child."
ehb's army,the krug,"After the battle, Ehb's army forces The Krug to retreat, but Fallow succeeds in mortally wounding Konreid."
tarish,the remaining army,"After Farmer joins Merick, Muriella and Elora to infiltrate Gallian's lair, Tarish holds off against the advancing Krug with the remaining army."
elora,ehb,Elora sides with Ehb against Gallian while infiltrating his lair.
farmer,gallian,"In a sword battle, Farmer tries to kill Gallian with his magic until Solana stops him by stabbing Gallian in the back. However, Gallian defeats Muriella by weakening her magic when she tries to save Farmer. With Farmer wounded, he quickly defeats Gallian by slitting his throat and killing him. This leads to the disappearance of Gallian's magic influence, allowing the Krug to return to their primitive state and saving Bastian and the prisoners."
solana,gallian,"Stabs Gallian in the back during a sword battle when Farmer tries to kill him with his magic. This allows Solana and Farmer to try and save Muriella, but Gallian defeats Muriella by weakening her magic."
muriella,gallian,"Tries to save Farmer during a sword battle when Gallian uses his magic to gain the upper hand. However, Gallian defeats Muriella by weakening her magic."
