node_1,node_2,edge
adam sandler,lenny feder,Adam Sandler plays the role of Lenny Feder in this movie.
kevin james,eric lamonsoff,Kevin James portrays Eric Lamonsoff in the movie.
chris rock,kurt mckenzie,Chris Rock acts as Kurt McKenzie in the film.
david spade,marcus higgins,David Spade is seen as Marcus Higgins in this movie.
salma hayek,roxanne chase-feder,Salma Hayek depicts the character of Roxanne Chase-Feder in the film.
maya rudolph,deanne mckenzie,Maya Rudolph plays Deanne McKenzie in this movie.
maria bello,sally lamonsoff,Maria Bello is seen as Sally Lamonsoff in the film.
nick swardson,nick,"Nick Swardson portrays Nick, an unstable bus driver, in this movie."
colin quinn,dickie bailey,Colin Quinn plays the role of Dickie Bailey in the film.
steve buscemi,wiley,"Steve Buscemi acts as Wiley, one of Dickie's friends, in this movie."
tim meadows,malcolm fluzoo,"Tim Meadows portrays Malcolm Fluzoo, one of Dickie's friends and an old rival of Kurt, in the movie."
jon lovitz,squats fitness janitor,Jon Lovitz is seen as a Squats Fitness janitor in this movie.
shaquille o'neal,officer fluzoo,"Shaquille O'Neal plays Officer Fluzoo, a police officer of the Stanton Police Department and the big but younger brother of Malcolm, in this movie."
alexander ludwig,braden,"Alexander Ludwig is seen as Braden, the 17-year-old son of Marcus from one of his old flings, in this movie."
georgia engel,mrs. lamonsoff,"Georgia Engel portrays Mrs. Lamonsoff, the mother of Eric and the mother-in-law of Sally, in this movie."
georgia engel,mrs. lamonsoff,"Georgia Engel portrays Mrs. Lamonsoff, the mother of Eric and the mother-in-law of Sally."
eric,sally,"Eric is the son of Georgia Engel's character, and Sally is his wife."
peter dante,officer dante,"Peter Dante plays Officer Dante, a police officer at the Stanton Police Department."
oliver hudson,kyle,"Oliver Hudson is portraying Kyle, a gay yoga teacher at Squats Fitness."
allen covert,hippie teacher,Allen Covert plays a hippie teacher at Stanton High School.
steve austin,tommy cavanaugh,"Steve Austin portrays Tommy Cavanaugh, a former bully of Lenny."
taylor lautner,andy,"Taylor Lautner plays Andy, the leader of the Kappa Eta Sigma fraternity that antagonizes Lenny, Eric, Kurt, and Marcus."
jake goldberg,greg feder,"Jake Goldberg is playing Greg Feder, the oldest son of Lenny and Roxanne who becomes Dickie's co-worker at the Ice Cream House."
cameron boyce,keithie feder,"Cameron Boyce portrays Keithie Feder, the 14-year-old son of Lenny and Roxanne."
alexys nycole sanchez,donna lamonsoff,"Alexys Nycole Sanchez is portraying Donna Lamonsoff, the 14-year-old daughter of Eric and Sally."
frank gingerich,bean lamonsoff,"Frank Gingerich is playing Bean Lamonsoff, the 7-year-old son of Eric and Sally who was formerly breast-fed."
nadji jeter,andre mckenzie,"Nadji Jeter is portraying Andre McKenzie, the 17-year-old son of Kurt and Deanne and Greg's best friend."
china anne mcclain,charlotte mckenzie,"China Anne McClain is playing Charlotte McKenzie, the 14-year-old daughter of Kurt and Deanne."
kaleo elam,ronnie mckenzie,"Kaleo Elam is playing Ronnie McKenzie, the 3-year-old and the latest child of Kurt and Deanne."
cheri oteri,penny,"Cheri Oteri is playing Penny, Wiley's wife and an employee of Roxanne who obsesses over Lenny ever since they briefly dated in the 6th grade."
ellen cleghorne,mary fluzoo,"Ellen Cleghorne is portraying Mary Fluzoo, the wife of Malcolm."
