node_1,node_2,edge
anacondas,blood orchid,"The team of researchers is set for an expedition to search for the Blood Orchid, which they believe will bring humans to a longer and healthier life. Anacondas inhabit the island where they are searching."
new york pharmaceutical firm wexel hall,blood orchid,The team of researchers is funded by New York pharmaceutical firm Wexel Hall to search for the Blood Orchid.
gordon mitchell,cole burris,Gordon Mitchell and Cole Burris are both members of the team searching for the Blood Orchid.
dr. jack byron,captain bill johnson,Dr. Jack Byron convinces Captain Bill Johnson to take an unsafe path during their search for the Blood Orchid.
cole burris,gail stern,Cole Burris and Gail Stern are both members of the team searching for the Blood Orchid.
dr. ben douglas,anaconda,Dr. Ben Douglas is attacked by a giant anaconda while searching for the Blood Orchid.
gail stern,crocodile,Gail Stern falls into the water and is attacked by a crocodile while searching for the Blood Orchid.
captain bill johnson,tran wu,Captain Bill Johnson and his partner Tran Wu take an unsafe path during their search for the Blood Orchid despite their misgivings.
anaconda,blood orchid,"A giant anaconda emerges from the water and swallows Dr. Ben Douglas, who was searching for the Blood Orchid."
anaconda,ben,A giant anaconda emerges from the water and swallows Ben.
team,shore,The rest of the team reaches the shore.
bill,largest snake,Bill assures them that it is the largest snake he has ever seen and that it should take weeks for it to grow hungry again.
livingston,join,"They call for Bill's friend, John Livingston, who lives on the river, to join them,"
livingston,attacked,Livingston attacked and his boat wrecked.
village,disemboweled anaconda,"They find a small native village and a disemboweled anaconda,"
orchids,food chain,"Orchids are a part of the food chain,"
snakes,unusually long lives,These snakes grow over unusually long lives.
jack,orchids,"Jack realizes the orchids must be nearby,"
gail,orchids,Gail contends that the orchids may not work on humans.
gordon,paralyzed,Gordon paralyzed using a previously collected spider to stop him from informing the others.
sam,anacondas,"Sam falls into a pit filled with anacondas, but she manages to climb out of it while one of the snakes tries to get her."
bill,anaconda,"The anacondas try to get Bill, but he and the survivors manage to escape from them."
nerida tyson-chew,soundtrack,Nerida Tyson-Chew composes the soundtrack for the film 'Anacondas: The Hunt for the Blood Orchid'.
bill,sam,"The survivors of the anaconda attack - Bill, Sam, Cole, and Gail - make it back to the raft and head to Kota Bharu."
audiences,cinemascore,Audiences polled by CinemaScore gave the film an average grade of 'B' on an A+ to F scale.
film,razzie award,"The film was nominated for a Razzie Award for Worst Remake or Sequel, but lost to Scooby-Doo 2: Monsters Unleashed."
