node_1,node_2,edge
hudgens,mysterious creature,"After escaping, Hudgens finds everyone killed by a mysterious creature and the coffin empty."
museum,surveillance team,"Bureau 713, where Carnby used to work, becomes aware of evidence of electromagnetic waves by a surveillance team in the museum."
carnby,abkani artifact,Carnby arrives at the urban museum with an Abkani artifact that he has been studying since his nightmare in which he hides from alien-like creatures as a child.
abkani artifact,carnby,Carnby arrived with an Abkani artifact that he has been studying since Hudgens' absence.
mysterious creature,security guard,The mysterious creature from the ship attacks and kills a security guard inside the museum.
carnby,cedric,Carnby and Cedric hide in a storage closet during the attack inside the museum.
bureau 713,creature,Troopers from Bureau 713 arrive and the creature retreats inside the museum.
hudgens,captured creature,Hudgens returns to the museum with a captured creature for his research.
hudgens,creature,Hudgens uses a syringe to draw fluid from the creature to study it as part of his research in combining the DNA of man and beast.
carnby,burke,"Carnby attempts to relay information to their team leader, Commander Burke, but Burke tells him to stay out of it."
fischer,carnby,"Carnby visits his former co-workers, including staff surgeon and pathologist Sam Fischer, about the creature."
hudgens,research,Carnby goes to Bureau 713 to learn more about Hudgens' research.
fischer,corpse,"Fischer shows Carnby a small, centipede-like creature in the dorsal spine of his old friend while looking at one of the corpses."
carnby,burke's pocket,Carnby picks Burke's pocket containing his security badge during a scuffle.
carnby,creatures,"are attacked by dozens of the creatures; only Carnby, Cedric, and Burke survive"
carnby,artifact,finds Carnby's artifact
