node_1,node_2,edge
movie,summary,"A movie is represented by its summary, which provides a brief overview of the plot and main events in the movie."
rowan,sister rose,outrage felt by Edward at Sister Rose's evasiveness about Rowan's whereabouts
rowan,sister rose,explanation by Sister Rose that Rowan burned to death
neil labute,the wicker man,Neil LaBute was writing and directing The Wicker Man for Universal and Nicolas Cage's production company Saturn Films.
robin hardy,the riding of the laddie,"Robin Hardy was preparing a semi-remake of their 1973 film, titled The Riding of the Laddie"
vanessa redgrave,the riding of the laddie,"Vanessa Redgrave was attached to the semi-remake of their 1973 film, titled The Riding of the Laddie"
christopher lee,the riding of the laddie,"Christopher Lee's Lord of the Rings co-star Sean Astin was attached to the semi-remake of their 1973 film, titled The Riding of the Laddie"
sister summersisle,willow,"Willow, known on the island as Sister Willow, is the daughter of Sister Summersisle"
edward,sister summersisle,"Sister Summersisle thanks Rowan for her help, and Edward realizes that the search for Rowan was a setup the whole time."
two policemen,bar,Willow and Honey meet two policemen at a bar.
the wicker man,neil labute's update,The Wicker Man refers to the original horror film that Neil LaBute's updated version is based on.
alcon entertainment,distribution rights,"Millennium Films sold the distribution rights for this film to Alcon Entertainment, which is distributed by Warner Bros. Pictures through their output deal."
the wicker man,absurd,"Cage acknowledged that the film was 'absurd'. He remarked in 2010, 'There is a mischievous mind at work on The Wicker Man, you know? You know what I mean? And I finally kind of said, 'I might have known that the movie was meant to be absurd.' But saying that now after the fact is OK, but to say it before the fact is not, because you have...' "
metacritic,generally unfavorable reviews,"On Metacritic, the film has a weighted average score of 36 out of 100, based on 19 critics, indicating 'generally unfavorable reviews'."
audiences,f',Audiences polled by CinemaScore gave the film a rare average grade of 'F' on an A+ to F scale.
the wicker man,struggles against unintentional comedy,LaBute's update [of] The Wicker Man struggles against unintentional comedy and fails.'
at the movies,entertainingly bad,"On At the Movies, the film got two thumbs down from Richard Roeper and Aisha Tyler, although they both said the film was 'entertainingly bad'."
the wicker man,japan,"Cage gave a live webchat to promote Ghost Rider: Spirit of Vengeance, where he expressed his desire to collaborate with a renowned Japanese filmmaker, like the director behind Ringu, and bring The Wicker Man to Japan as a ghost."
nicolas cage's character,bees,"In the unrated version of The Wicker Man, Nicolas Cage's character is overpowered and tackled by villagers before being sedated with a hive of bees due to his allergy."
