node_1,node_2,edge
gaia weiss,hebe,Gaia Weiss portrays Hebe in this movie.
scott adkins,king amphitryon,Scott Adkins depicts King Amphitryon in the film.
roxanne mckee,queen alcmene,Roxanne McKee is seen as Queen Alcmene in this movie.
liam garrigan,iphicles,"In the film, Liam Garrigan plays the character Iphicles."
liam mcintyre,sotiris,Liam McIntyre depicts Sotiris in this movie.
rade šerbedžija,chiron,Rade Šerbedžija portrays Chiron in the film.
johnathon schaech,tarak,"In this movie, Johnathon Schaech is seen as Tarak."
luke newberry,agamemnon,Luke Newberry plays the role of Agamemnon in this movie.
jukka hildén,creon,Jukka Hildén is depicted as Creon in this movie.
kenneth cranham,lucius,"In the film, Kenneth Cranham portrays Lucius."
mariah gale,kakia,Mariah Gale is seen as Kakia in this movie.
sarai givaty,saphirra,"In the film, Sarai Givaty plays the character Saphirra."
dimiter doichinov,king galenus,Dimiter Doichinov is depicted as King Galenus in this movie.
spencer wilding,humbaba,"In the film, Spencer Wilding portrays Humbaba."
bashar rahal,commander,Bashar Rahal is seen as Commander in this movie.
richard reid,archer,"In the film, Richard Reid plays the character Archer."
