node_1,node_2,edge
mariah carey,billie frank,Mariah Carey portrays the character of Billie Frank in this movie.
max beesley,julian 'dice' black,Max Beesley acts as Julian 'Dice' Black in this movie.
terrence howard,timothy walker,Terrence Howard portrays the character of Timothy Walker in this movie.
da brat,louise,Da Brat essays the role of Louise in this film.
tia texada,roxanne,Tia Texada performs the part of Roxanne in this movie.
eric benét,rafael,Eric Benét plays Rafael in this movie.
valarie pettiford,lillian frank,"In this movie, Valarie Pettiford essays the role of Lillian Frank."
ann magnuson,kelly,Ann Magnuson acts as Kelly in this movie.
dorian harewood,guy richardson,"In this movie, Dorian Harewood portrays the character of Guy Richardson."
grant nickalls,jack bridges,Grant Nickalls performs the part of Jack Bridges in this movie.
padma lakshmi,sylk,"In this movie, Padma Lakshmi portrays the character of Sylk."
kim roberts,miss wilson,Kim Roberts acts as Miss Wilson in this movie.
