node_1,node_2,edge
nicolas cage,johnny blaze,"Nicolas Cage portrays the character of Johnny Blaze, a motorcycle stuntman who makes a deal with Mephisto to save his father from dying."
mephisto,nicolas cage,"Nicolas Cage's character Johnny Blaze makes a deal with the demon lord Mephisto, thinking it will save his father from dying."
carter slade,sam elliott,"Sam Elliott portrays Carter Slade, a former Ghost Rider and mentor to Johnny Blaze."
mack,donal logue,"Donal Logue plays the role of Mack, a member of Johnny's team and his own impresario."
blackheart,wes bentley,"Wes Bentley acts as Blackheart, a demon who is the son of Mephisto and wants to unleash Hell on Earth."
mephisto,wes bentley,"Blackheart is the illegitimate son of Mephisto, portrayed by Wes Bentley."
roxanne simpson,eva mendes,"Eva Mendes plays Roxanne Simpson, Johnny Blaze's childhood love-interest and current girlfriend who is a news reporter."
brett cullen,barton blaze,"Brett Cullen portrays Barton Blaze, who is Johnny Blaze's deceased father and a former motorcycle stuntman."
barton blaze,johnny blaze,Barton Blaze is Johnny Blaze's deceased father.
david roberts,captain jack dolan,"David Roberts plays Captain Jack Dolan, who is a police captain."
laurence breuls,gressil,"Laurence Breuls portrays Gressil, who is one of Blackheart's minions and has earth-based powers."
daniel frederiksen,wallow,"Daniel Frederiksen acts as Wallow, who is one of Blackheart's minions and possesses water-based powers."
mathew wilkinson,abigor,"Mathew Wilkinson plays Abigor, who is one of Blackheart's minions and has wind-based powers."
rebel wilson,girl in the alley,"In this context, Rebel Wilson appears as a girl in the alley."
jessica napier,broken spoke waitress,Jessica Napier is depicted as a Broken Spoke waitress in this context.
brett swain,police officer,"In this context, Brett Swain plays the role of a Police Officer."
