node_1,node_2,edge
leprecon,holly short,"Lower Elements Police reconnaissance (LEPrecon) officer Holly Short is encountered by Mulch Diggums, an oversized dwarf thief, as he is taken to prison."
fairies,aculos,The 'Aculos' are the fairies' greatest resource which makes anyone teleport through worlds across universe and biggest source of heat and light energy to the fairies.
leprecon,commander julius root,Commander Julius Root dispatches the LEPrecon force to search for the stolen 'Aculos'.
fairies' greatest resource,unauthorized creature,"LEPrecon's centaur technical advisor, Foaly, discovers the unauthorized creature has reached the surface. This presents a threat to fairies' greatest resource as it makes anyone teleport through worlds across universe."
holly,unauthorized creature,"When Holly is sent to investigate an unauthorized creature that has reached the surface, it is revealed that her father, Beechwood Short, stole the Aculos and was killed."
holly,human wedding party,"In Martina Franca, Italy, Holly intervenes as a rogue troll attacks a human wedding party. Using a 'time freeze', LEPrecon subdues the troll and wipes the humans' memories."
dom,holly,"Despite the fact that her father, Beechwood Short, stole the Aculos and was killed, Holly is determined to clear his name and flies to the Hill of Tara, where she finds Beechwood's ID tag, but is captured by Dom and imprisoned inside the manor."
dom,leprecon officers,"Root and an army of LEPrecon officers seal Fowl Manor in a time freeze, but Artemis and Dom fight them off using Holly's equipment."
artemis,holly,"In exchange for Holly's release, Artemis demands the Aculos, forbidding fairies to enter his home while he is alive. Bound by fairy rules, Root retrieves Mulch from prison, offering him a reduced sentence to infiltrate Fowl."
artemis,aculos,"Artemis Sr. Finds the Aculos in his safe and asks Holly for help. Later, Koboi demands the Aculos from Artemis, but he refuses to give it to her."
holly,aculos,"Holly helps Artemis find the Aculos in his safe and later uses it to rescue her father. After Koboi demands it from Artemis, Holly returns the Aculos to Haven City."
artemis,holly,"Artemis frees Holly from prison and asks for her help in finding the Aculos. Later, against orders, Holly's fellow officers unblock her magic to revive Dom after he is mortally wounded."
mulch,prison,Root retrieves Mulch from prison and offers him a reduced sentence to infiltrate Fowl Manor for LEPrecon.
leprecon,koboi,"Koboi seizes command of LEPrecon and releases the captured troll into Fowl Manor, jamming all magic inside."
artemis sr.,aculos,Artemis Sr. Finds the Aculos in his safe and gives Holly a list of Koboi's accomplices before being killed by Koboi.
mulch,interrogator,"Mulch's interrogator offers him freedom in exchange for help capturing Artemis Sr., but Mulch reveals that Artemis arranged his arrest to prove the existence of magic on camera."
artemis,authorities,"Sr., but Mulch reveals that Artemis arranged his arrest to prove the incident to the authorities, and confirms the existence of magic on camera."
koboi's associates,next mission,"Joined by Holly, they fly off for their next mission to hunt down Koboi's associates."
