node_1,node_2,edge
ashley greene,kelly,"In the movie, Ashley Greene plays the character Kelly."
sebastian stan,ben,Sebastian Stan portrays Ben in this film.
jerome ponce,young ben,"In the movie, Jerome Ponce takes on the role of young Ben."
tom felton,patrick,Tom Felton stars as Patrick in this motion picture.
julianna guill,lydia,"In the movie, Julianna Guill portrays Lydia."
rick gomez,mike,The character Mike is played by Rick Gomez in this film.
luke pasqualino,greg,"In the movie, Luke Pasqualino portrays Greg."
anna clark,maggie,The character Maggie is played by Anna Clark in this film.
tim williams,office executive,"In the movie, Tim Williams plays the role of Office Executive."
marti matulis,apparition,Marti Matulis depicts an Apparition in this film.
john grady,apparition,"In the movie, John Grady portrays an Apparition."
suzanne ford,mrs. henley,The character Mrs. Henley is played by Suzanne Ford in this film.
