node_1,node_2,edge
aang,avatar,"Aang is the Avatar, capable of manipulating all four elements of air, water, earth, and fire."
aang,monk gyatso,Aang's guardian Monk Gyatso was wiped out by the Fire Nation along with the other Air Nomads.
spirit world,dragon spirit,"In the Spirit World, Aang encounters a Dragon Spirit."
aang,sokka,Aang surrenders himself to save the Southern Water Tribe village and is accompanied by Sokka and Katara in his journey.
katara,sokka,Katara and Sokka are siblings who accompany Aang on his journey.
fire nation,other air nomads,The Fire Nation wiped out the other Air Nomads along with Monk Gyatso.
katara,aang,"defeats Katara in battle, then captures Aang"
aang,zuko,"Aang battles Zuko until Katara freezes Zuko in ice, then leaves to join the battle."
katara,zuko,"Katara freezes Zuko in ice,"
iroh,zhao,Iroh's uncle Iroh and Zhao make their way to a sacred cave where Zhao captures the Moon Spirit.
zhao,moon spirit,Zhao captures the Moon Spirit to strip all the waterbenders of their abilities.
moon spirit,princess yue,Princess Yue gives her life to revive the Moon Spirit.
iroh,zhao,"Despite Iroh's pleas, Zhao kills the Moon Spirit to strip all the waterbenders of their abilities. Enraged by Zhao's sacrilege, Iroh reveals his mastery of firebending, frightening Zhao and his entourage out of the sacred cave."
fire lord ozai,princess azula,Fire Lord Ozai tasks his daughter Princess Azula with preventing the Avatar from mastering earth and fire.
aang,avatar state,"Recalling his life before being trapped in the ice, Aang enters the Avatar State and raises the ocean into a gigantic wall to drive the Fire Nation back."
