node_1,node_2,edge
jamie dornan,christian grey,"Lead character of the story, Jamie Dornan plays Christian Grey in the movie."
eric johnson,jack hyde,"Ana's boss at SIP and stalker, Eric Johnson portrays Jack Hyde in the movie."
bella heathcote,leila williams,"One of Christian's former submissives, Bella Heathcote depicts Leila Williams in the movie."
rita ora,mia grey,"Christian and Elliot's adoptive younger sister, Rita Ora performs as Mia Grey in the movie."
jennifer ehle,carla wilks,"Anastasia's mother (Unrated Edition), Jennifer Ehle portrays Carla Wilks in the movie."
luke grimes,elliot grey,"Christian's adoptive older brother, Luke Grimes enacts Elliot Grey in the movie."
victor rasuk,josé rodriguez,"One of Anastasia's friends, Victor Rasuk plays José Rodriguez in the movie."
max martini,jason taylor,"Christian's bodyguard and head of security, Max Martini portrays Jason Taylor in the movie."
bruce altman,jerry roach,"President of SIP, Bruce Altman acts as Jerry Roach in the movie."
kim basinger,elena lincoln,"Christian's business partner and former lover, Kim Basinger performs as Elena Lincoln in the movie."
marcia gay harden,grace trevelyan-grey,"Christian's adoptive mother, Marcia Gay Harden depicts Grace Trevelyan-Grey in the movie."
