node_1,node_2,edge
movie,summary,"A movie has a summary that provides a brief overview of its plot, characters, and themes."
dragonball evolution,loosely based on the japanese dragon ball manga series created by akira toriyama,Dragonball Evolution is a 2009 American superhero film loosely based on the Japanese Dragon Ball manga series created by Akira Toriyama.
goku,reveals his past,"In the film, the teenager Goku reveals his past"
lord piccolo,evil alien warlord,Goku sets out to fight the evil alien warlord Lord Piccolo who wishes to gain the powerful Dragon Balls and use them to take over Earth.
dragon balls,powerful,Lord Piccolo wishes to gain the powerful Dragon Balls
goku,fighter,Goku is a fighter
dragonball evolution,first official live-action adaptation of the dragon ball series,Dragonball Evolution is the first official live-action adaptation of the Dragon Ball series.
justin chatwin,star,Dragonball Evolution stars Justin Chatwin
emmy rossum,star,Dragonball Evolution stars Emmy Rossum
james marsters,star,Dragonball Evolution stars James Marsters
jamie chung,star,Dragonball Evolution stars Jamie Chung
chow yun-fat,star,Dragonball Evolution stars Chow Yun-fat
joon park,star,Dragonball Evolution stars Joon Park
eriko tamura,star,Dragonball Evolution stars Eriko Tamura
asia,distributed in,"Dragonball Evolution was distributed in Japan and several other Asian countries on March 13, 2009."
north america,released in,"Dragonball Evolution was released in North America on April 10, 2009."
dragonball evolution,commercial failure,Dragonball Evolution was a commercial failure.
critics and fans alike,"lamented the script, cast, and unfaithfulness to the source material","Critics and fans alike lamented the script, cast, and unfaithfulness to the source material."
asia,released in,"Two thousand years ago, the Namekian was released in several other Asian countries."
adaptations,source material,failure at the box office serves as a factor for adaptations to deviate from the original source material
adaptations,loyalty,lack of loyalty in adaptations is attributed to their failure at the box office
mafuba,enchantment,The Mafuba is a powerful enchantment used to seal King Piccolo away
king piccolo,failure at the box office,King Piccolo's breakout from his imprisonment results in failure at the box office for adaptations based on the original source material
piccolo,king piccolo,Piccolo is the son of King Piccolo and carries forward his evil intentions
goku,grandpa gohan,Grandpa Gohan gives Goku a Dragonball on his eighteenth birthday
bulma,capsule corporation,"Bulma, from the Capsule Corporation, has invented a device to locate Dragonballs"
roshi,master roshi,"Goku seeks out Master Roshi, who has another Dragonball"
yamcha,desert bandit yamcha,"The desert bandit Yamcha sets a trap for the group, and Roshi convinces him to join them"
group,the world martial arts tournament,The group visits The World Martial Arts Tournament.
chi-chi,mai,Chi-Chi fights Mai in a match at The World Martial Arts Tournament.
chi-chi,goku,Chi-Chi helps Goku in his training to learn the Kamehameha Wave.
roshi,sifu norris,Roshi consults his former teacher Sifu Norris.
solar eclipse,goku,The solar eclipse transforms Goku into Ōzaru.
piccolo,goku,Goku engages Piccolo in a final battle.
dragonballs,shenron,Goku uses the Dragonballs to summon Shenron.
dragon ball,creative consultant,"In 2002, when 20th Century Fox acquired the live-action feature film rights to the Dragon Ball franchise from Shueisha, publisher of Toriyama's original manga series, Akira Toriyama was engaged by 20th Century Fox as a creative consultant."
dragonball,james wong,"James Wong and RatPac-Dune Entertainment co-founder Brett Ratner were announced as director and producer respectively, and the project was retitled Dragonball."
lord piccolo,ron perlman,"Ron Perlman was originally offered the role of the villain Lord Piccolo, but turned it down to work on Hellboy II: The Golden Army."
piccolo,force of good,Piccolo was 'thousands of years old and a very long time ago he used to be a force of good'
marsters,decrepit complexion,Marsters and the make-up artist chose to give him a decrepit complexion to reflect his having been trapped for thousands of years stewing in his evil and thirst for vengeance.
zhang yuqi,chi chi,"Originally, Piccolo was going to be depicted as a handsome creature, but Marsters and the make-up artist chose to give him a decrepit complexion instead of casting Zhang Yuqi for the part of Chi Chi, with whom he worked on CJ7."
chi chi,stephen chow,"Stephen Chow originally wanted to cast Zhang Yuqi, with whom he worked on CJ7, for the part of Chi Chi."
mexico city,principal photography,"Principal photography began on December 3, 2007, in Mexico City,"
universidad tecnológica de méxico,locations,Locations included the Universidad Tecnológica de México.
los angeles,shooting,"Shooting was also scheduled at Los Angeles,"
estado de méxico,nevado de toluca,The crew moved to Estado de México in March of that year for some shots at Nevado de Toluca.
dragonball evolution,abandoned jeans factory,"Dragonball Evolution was shot in an abandoned jeans factory, also located in Durango, Mexico."
dragonball evolution,mexico,"Dragonball Evolution was shot in an abandoned jeans factory, also located in Durango, Mexico."
dragonball evolution,special effects,"Dragonball Evolution special effects were done by Amalgamated Dynamics,"
dragonball evolution,visual effects,"Dragonball Evolution visual effects were done by Ollin Studios, Zoic Studios, and Imagine Engine."
theme song,dragonball evolution,"It was confirmed that the theme song would be ""Rule"" by Japanese singer Ayumi Hamasaki for Dragonball Evolution."
dragonball evolution: the junior novel,stacia deutsch and rhody cohon,"A film novelization, Dragonball Evolution: The Junior Novel, was written by Stacia Deutsch and Rhody Cohon. Aimed at children ages 8–15, the novel was released by Viz Media on February 24, 2009."
dragonball: evolution,jump square,"The July 2008 issue of Jump Square published a manga by Daisuke Kadokuni, inspired by the Dragonball: Evolution."
dragonball: evolution,daisuke kadokuni,"The July 2008 issue of Jump Square published a manga by Daisuke Kadokuni, inspired by the Dragonball: Evolution."
dragonball: evolution,american film,"The context mentions that although Dragonball: Evolution is an American film, it was released in Japan and Hong Kong before its American release."
