node_1,node_2,edge
eddie murphy,caroline mccall,"Eddie Murphy plays the role of Jack McCall, and Caroline McCall is played by Kerry Washington in this movie. They are likely a married couple."
eddie murphy,annie mccall,"Eddie Murphy plays the role of Jack McCall, and Annie McCall is portrayed by Ruby Dee. Annie McCall is Jack's mother."
clark duke,aaron wiseberger,Clark Duke plays the character of Aaron Wiseberger in this movie.
cliff curtis,dr. sinja,Cliff Curtis performs the role of Dr. Sinja in this film.
allison janney,samantha davis,Allison Janney acts as Samantha Davis in this movie.
jack mcbrayer,starbucks coffee employee,"In this film, Jack McBrayer plays the character of a Starbucks coffee employee."
steve little,co-worker,Steve Little portrays the role of a co-worker in this movie.
john witherspoon,blind old man,"In this movie, John Witherspoon plays the character of a blind old man."
kayla blake,emily,Kayla Blake appears as Emily in this film.
lennie loftin,robert gilmore,Lennie Loftin performs the role of Robert Gilmore in this movie.
alain chabat,christian léger de la touffe,Alain Chabat portrays Christian Léger de la Touffe in this movie.
ted kennedy,homeless man,"In this movie, Ted Kennedy plays the character of a homeless man."
emanuel ragsdale,tyler mccall,Emanuel Ragsdale portrays Tyler McCall in this film. He is likely related to Jack and Caroline McCall.
