node_1,node_2,edge
baywatch movie,development,"Baywatch movie was first announced in 2004, although the movie became stuck in development hell over the years, with several writers penning drafts."
sean anders,seth gordon,"In July 2015, Sean Anders was replaced by Seth Gordon as director."
justin malen,script,Justin Malen was set to rewrite the script.
beau flynn,ivan reitman,Beau Flynn and Ivan Reitman joined to produce with Johnson's Seven Bucks Productions.
alexandra daddario,short list,"Seven actresses were among the short list testing for the lead female role, Alexandra Daddario,"
ashley benson,short list,"Seven actresses were among the short list testing for the lead female role, Ashley Benson,"
nina dobrev,short list,"Seven actresses were among the short list testing for the lead female role, Nina Dobrev,"
alexandra shipp,short list,"Seven actresses were among the short list testing for the lead female role, Alexandra Shipp,"
shelley hennig,short list,"Seven actresses were among the short list testing for the lead female role, Shelley Hennig,"
bianca a. santos,short list,"Seven actresses were among the short list testing for the lead female role, Bianca A. Santos,"
denyse tontz,short list,"Seven actresses were among the short list testing for the lead female role, Denyse Tontz,"
damian shannon,mark swift,"Damian Shannon and Mark Swift wrote the screenplay,"
seven bucks productions,johnson,"Johnson's production company, Seven Bucks Productions, is involved in the film."
flynn,johnson,"Flynn is also associated with Johnson in their joint production venture, Seven Bucks Productions, for this film."
berk,johnson,Berk's involvement is part of the collaborative efforts of Seven Bucks Productions in making this movie with Johnson.
schwartz,johnson,"Schwartz and Johnson, both associated with Seven Bucks Productions, are working together for the production of this film."
bonann,johnson,Bonann's participation is a part of the joint efforts by Seven Bucks Productions in association with Johnson for the creation of this movie.
hadera,johnson,"In this film, Hadera is cast opposite Johnson's character."
bass,parker,"Bass plays a supporting role in the movie as Ronnie, a disco dancer who falls in love with Parker."
abdul-mateen ii,mitch,"Ellerbee, played by Abdul-Mateen II, is a police officer who keeps reminding Mitch that being a lifeguard gives him no actual jurisdiction on the beach."
