node_1,node_2,edge
ben barnes,alejandro soto griffin,Ben Barnes plays the role of Alejandro Soto Griffin in the movie.
amanda seyfried,melissa 'missy' o'connor,Amanda Seyfried portrays Melissa 'Missy' O'Connor in the film.
robert de niro,donald robert 'don' griffin,Robert De Niro essays the character of Donald Robert 'Don' Griffin in the movie.
diane keaton,eleanor 'ellie' griffin,Diane Keaton portrays Eleanor 'Ellie' Griffin in the movie.
katherine heigl,lyla griffin,Katherine Heigl depicts Lyla Griffin in the film.
topher grace,jared griffin,Topher Grace portrays Jared Griffin in the movie.
susan sarandon,beatrice martha 'bebe' mcbride,Susan Sarandon depicts Beatrice Martha 'Bebe' McBride in the movie.
robin williams,father bill,Robin Williams portrays Father Bill in the film.
david rasche,barry o'connor,David Rasche depicts Barry O'Connor in the film.
patricia rae,madonna soto,Patricia Rae portrays Madonna Soto in the movie.
ana ayora,nuria soto,Ana Ayora depicts Nuria Soto in the film.
kyle bornheimer,andrew,Kyle Bornheimer portrays Andrew in the movie.
megan ketch,jane,"Megan Ketch essays the character of Jane, nurse at Jared's hospital, in the film."
christa campbell,kim,Christa Campbell portrays Kim in the movie.
