node_1,node_2,edge
fantasy island television series,horror film adaptation of the fantasy island television series,The horror film adaptation of the Fantasy Island television series is being developed at Blumhouse Productions and Sony Pictures.
westworld,fantasy island television series,The development of the horror film adaptation of the Fantasy Island television series is described as 'a mix of Westworld and The Cabin in the Woods'.
blumhouse productions,horror film adaptation of the fantasy island television series,Blumhouse Productions is developing the horror film adaptation of the Fantasy Island television series.
sony pictures,horror film adaptation of the fantasy island television series,Sony Pictures is involved in the development of the horror film adaptation of the Fantasy Island television series.
michael peña,horror film adaptation of the fantasy island television series,Michael Peña joined the cast of the horror film adaptation of the Fantasy Island television series.
jimmy o. yang,horror film adaptation of the fantasy island television series,Jimmy O. Yang joined the cast of the horror film adaptation of the Fantasy Island television series.
dave bautista,horror film adaptation of the fantasy island television series,Dave Bautista was originally set to appear in the horror film adaptation of the Fantasy Island television series.
lucy hale,horror film adaptation of the fantasy island television series,Lucy Hale joined the cast of the horror film adaptation of the Fantasy Island television series.
maggie q,horror film adaptation of the fantasy island television series,Maggie Q was added to the cast of the horror film adaptation of the Fantasy Island television series.
portia doubleday,horror film adaptation of the fantasy island television series,Portia Doubleday was added to the cast of the horror film adaptation of the Fantasy Island television series.
ryan hansen,horror film adaptation of the fantasy island television series,Ryan Hansen was added to the cast of the horror film adaptation of the Fantasy Island television series.
michael rooker,horror film adaptation of the fantasy island television series,Michael Rooker was cast in the horror film adaptation of the Fantasy Island television series.
parisa fitz-henley,horror film adaptation of the fantasy island television series,Parisa Fitz-Henley was cast in the horror film adaptation of the Fantasy Island television series.
austin stowell,horror film adaptation of the fantasy island television series,Austin Stowell was cast in the horror film adaptation of the Fantasy Island television series.
mike vogel,horror film adaptation of the fantasy island television series,Mike Vogel was cast in the horror film adaptation of the Fantasy Island television series.
"viani bay, fiji",horror film adaptation of the fantasy island television series,"Most filming for the horror film adaptation of the Fantasy Island television series took place in Viani Bay, Fiji."
new york,horror film adaptation of the fantasy island television series,Minor scenes for the horror film adaptation of the Fantasy Island television series were filmed in New York.
mississippi,horror film adaptation of the fantasy island television series,Minor scenes for the horror film adaptation of the Fantasy Island television series were filmed in Mississippi.
