Question,Answer,LLAMA_response
"[""In the 2008 movie 'WALL-E', did M-O intentionally save WALL-E and EVE by jamming the Axiom's airlock?""]",no,yes
"[""In the 2008 movie 'WALL-E', does M-O accidentally cause WALL-E and EVE to be saved by jamming the Axiom's airlock?""]",yes,yes
"""Did WALL-E, the cleaning robot from the 2008 movie, reside in a place other than the Axiom?""",no,yes
"""Is WALL-E, in the 2008 movie, a cleaning robot located on board the Axiom?""",yes,yes
"[""In the 2008 movie WALL-E, did EVE and WALL-E get ejected into space with the Axiom's garbage due to M-O jamming the airlock?""]",no,yes
"[""In the movie WALL-E released in 2008, does M-O inadvertently save EVE and WALL-E by jamming the airlock?""]",yes,yes
"[""In the 2008 film WALL-E, did McCrea and AUTO cooperate to control the Axiom?""]",no,yes
"[""In the movie WALL-E, released in 2008, did McCrea and AUTO fight for control of the Axiom?""]",yes,yes
"[""In the 2008 movie 'WALL-E', did the plant get discarded instead of being inserted into the holo-detector?""]",no,yes
"[""In the 2008 movie 'WALL-E', does EVE insert the plant into the holo-detector, initiating the hyperjump back to Earth?""]",yes,yes
"[""In the 2008 movie WALL-E, did humans and robots cause further damage to the already ravaged planet?""]",no,yes
"[""In the 2008 film WALL-E, did humans and robots work together to turn the ravaged planet into a paradise?""]",yes,yes
"[""Did WALL-E, the 2008 movie, depict a scenario where WALL-E's memory remained erased forever after being crushed by the Holo-Detector?""]",no,yes
"[""In the 2008 movie WALL-E, was WALL-E's memory and personality restored by a goodbye 'kiss' from EVE after being crushed by the Holo-Detector?""]",yes,yes
"[""Did the Axiom fail to arrive on Earth in the 2008 movie 'WALL-E'?""]",no,yes
"[""In the 2008 movie 'WALL-E', did the Axiom arrive on Earth after a hyperjump initiated by EVE?""]",yes,yes
"[""In the 2008 movie WALL-E, does the plot involve a tree growing beneath which WALL-E and EVE rest?""]",yes,yes
"[""In the 2008 film WALL-E, does the plot suggest that WALL-E destroys a tree?""]",no,yes
,,0.5
