Question,Answer,LLAMA_response
"[""Is the character Riggan Thomson in the 2014 movie Birdman a different person from Birdman?""]",no,yes
"[""In the 2014 movie Birdman, is Riggan Thomson, a faded actor, famous for playing the character Birdman in a film trilogy from 1989 to 1992?""]",yes,yes
"[""Is the movie 'Birdman' from 2014 about Riggan Thomson trying to regain recognition by participating in a reality TV show?""]",no,yes
"[""In the 2014 movie 'Birdman', is Riggan Thomson trying to regain recognition by writing, directing, and starring in a Broadway adaptation of Raymond Carver's short story 'What We Talk About When We Talk About Love'?""]",yes,yes
"[""In the 2014 movie 'Birdman', was Lesley not involved in the production of the Broadway adaptation?""]",no,no
"[""In the 2014 movie 'Birdman', did Lesley, a Broadway newcomer, participate in the production of the Broadway adaptation?""]",yes,yes
"[""In the 2014 movie 'Birdman', did Mike Shiner replace Ralph in the production of the Broadway adaptation because he was Lesley's boyfriend?""]",no,no
"[""In the 2014 movie 'Birdman', was Mike Shiner the one who replaced Ralph in the Broadway adaptation after a light fixture fell onto Ralph?""]",yes,yes
"[""Did the first previews of the Broadway adaptation in the movie 'Birdman' released in 2014 go smoothly without any disruptions?""]",no,no
"[""In the 2014 movie 'Birdman', were the first previews of the Broadway adaptation disastrous due to Mike Shiner's disruptive behavior?""]",yes,yes
"""In the 2014 movie 'Birdman', did Birdman convince Riggan to abandon the play and make a fourth Birdman film?""",no,no
"""In the plot of 'Birdman' released in 2014, is Riggan delusional, imagining Birdman trying to convince him to abandon the play and make a fourth Birdman film?""",yes,yes
"[""In the 2014 movie 'Birdman', does Sam support Riggan's decision to smoke marijuana?""]",no,no
"[""Does the 2014 movie 'Birdman' feature a scene where Sam rebukes and chastises Riggan for smoking marijuana?""]",yes,no
"[""In the 2014 movie 'Birdman', did Sam ignore the clash between Riggan and Mike?""]",no,no
"[""In the movie 'Birdman' released in 2014, did Sam notice the clash between Riggan and Mike, culminating in a brawl after Riggan reads a New York Times interview with Mike?""]",yes,yes
"[""In the 2014 movie 'Birdman', does Jake discourage Riggan from continuing with the play?""]",no,yes
"[""In 'Birdman', released in 2014, does Jake persuade Riggan to continue with the play?""]",yes,yes
"[""In the 2014 movie 'Birdman', did Riggan confess to his ex-wife, Sylvia, about hearing the birdman voice?""]",yes,yes
"[""In 'Birdman' released in 2014, did Sylvia pay attention to Riggan's confession about hearing the birdman voice?""]",no,yes
"""In the 2014 movie 'Birdman', does Riggan never hear or interact with the Birdman voice?""",no,yes
"""In the 2014 movie 'Birdman', does Riggan hear and interact with the Birdman voice throughout the context?""",yes,yes
"""Does the 2014 movie 'Birdman' primarily focus on a character other than Riggan?""",no,yes
"""In the 2014 movie 'Birdman', does the plot revolve around Riggan's struggles with the Birdman persona?""",yes,yes
"[""Did Sam create a Facebook account for 'Birdman' in the 2014 movie?""]",no,yes
"[""In the 2014 movie 'Birdman', did Sam create a Twitter account that gained a large following due to Riggan's fame as an actor?""]",yes,yes
,,0.6923076923076923
