Question,Answer,LLAMA_response
"""Did Hans Zimmer compose the score for 'The Martian' released in 2015?""",no,yes
"""Was the score for the 2015 movie 'The Martian' composed by Harry Gregson-Williams?""",yes,yes
"[""Does the 2015 movie 'The Martian' end with the song 'I Will Survive' following 'Don't Leave Me This Way' in the exit music?""]",yes,no
"[""In the 2015 film 'The Martian', does the song 'I Will Survive' play before 'Don't Leave Me This Way' in the exit music?""]",no,no
"[""Is the song 'Waterloo' by ABBA not included in the soundtrack of 'The Martian' released in 2015?""]",no,no
"[""Is 'Waterloo' by ABBA included in the soundtrack of 'The Martian' which was released in 2015?""]",yes,no
"""Did the 2015 movie 'The Martian' feature a song by an artist other than Gloria Gaynor during its closing credits?""",no,yes
"""Is the song 'I Will Survive' by Gloria Gaynor played during the closing credits of the 2015 movie 'The Martian'?""",yes,yes
"[""Did the 2015 movie 'The Martian' exclude 'Starman' by David Bowie from its soundtrack?""]",no,no
"[""Is the song 'Starman' by David Bowie included in the soundtrack of 'The Martian' released in 2015?""]",yes,yes
,,0.6
