Question,Answer,LLAMA_response
"[""In the 2021 movie CODA, did Miles fail his Berklee audition before he saw Ruby?""]",no,yes
"[""In the 2021 movie CODA, does Miles reveal his own audition failure to Ruby before her Berklee audition?""]",yes,yes
"[""Did Ruby and her family drive to New York for her Berklee audition in the 2021 movie 'CODA'?""]",no,no
"[""In the 2021 movie 'CODA', did Ruby and her family drive to Boston for her Berklee audition?""]",yes,yes
"[""Did Ruby, in the 2021 movie 'CODA', go to Harvard for her music audition?""]",no,no
"[""In the 2021 movie 'CODA', did Ruby go to Berklee College of Music for her audition in Boston?""]",yes,yes
"[""Did Miles succeed at his own audition before Ruby's Berklee audition in the 2021 movie 'CODA'?""]",no,yes
"[""In the 2021 movie 'CODA', does Miles wish Ruby luck before her Berklee audition?""]",yes,yes
"[""Did Mr. V play the guitar during Ruby's Berklee audition in the 2021 movie 'CODA'?""]",no,yes
"[""In the 2021 movie 'CODA', did Mr. V accompany Ruby on the piano during her Berklee audition?""]",yes,no
"[""In the 2021 movie 'CODA', does Ruby perform a song by an artist other than Joni Mitchell during her Berklee audition?""]",no,yes
"[""In 'CODA' released in 2021, does Ruby sign along to 'Both Sides, Now' by Joni Mitchell during her Berklee audition so her family can understand?""]",yes,yes
"[""In the 2021 movie 'CODA', did the hearing workers in the family's fishing business refuse to learn sign language to communicate with and interpret for the family?""]",no,yes
"[""In the 2021 movie 'CODA', did the hearing workers in the family's fishing business learn sign language to communicate with and interpret for the family?""]",yes,yes
"[""In the 2021 movie 'CODA', did Ruby decide not to go to Berklee for college after being accepted?""]",no,yes
"[""In the movie 'CODA' released in 2021, was it Gertie who drove Ruby to Boston for college after her acceptance into Berklee?""]",yes,no
"[""Is Ruby, in the 2021 film 'CODA', indifferent towards her family before she leaves for college?""]",no,yes
"[""In the 2021 movie 'CODA', does Ruby express her love for her family through sign language before leaving for college?""]",yes,yes
,,0.5
