Question,Answer,LLAMA_response
"[""Was Yalitza Aparicio's character in the 2018 movie 'Roma' named Cleodegaria 'Cleo' Gutiérrez?""]",yes,yes
"[""Did Yalitza Aparicio portray a wealthy businesswoman in the 2018 movie 'Roma'?""]",no,yes
"[""Did Marina de Tavira not play the role of Sofía, the mother of the family, in the 2018 movie Roma?""]",no,no
"[""Did Marina de Tavira play the role of Sofía, the mother of the family, in the 2018 movie Roma?""]",yes,yes
"[""Did Fernando Grediaga play the role of Antonio, Sofía's absent husband, in the 2018 movie 'Roma'?""]",yes,no
"[""In the 2018 movie 'Roma', was Fernando Grediaga's character, Antonio, always present throughout the film?""]",no,yes
"""Did Jorge Antonio Guerrero not play the role of Fermín, Cleo's lover, in the 2018 movie 'Roma'?""",no,no
"""In the 2018 movie 'Roma', did Jorge Antonio Guerrero portray the character Fermín, who is Cleo's lover?""",yes,yes
"""Did Marco Graf play the role of an elderly character in the 2018 movie, Roma?""",no,no
"""In the 2018 movie, Roma, did Marco Graf portray the character of Pepe, the youngest child in the family?""",yes,no
"[""Did Daniela Demesa not play the role of Sofi, the second child of the family and only daughter, in the 2018 movie Roma?""]",no,no
"[""In the 2018 movie Roma, did Daniela Demesa portray Sofi, the second child of the family and only daughter?""]",yes,yes
"[""Did Diego Cortina Autrey play the role of a character named Toño in the 2018 movie, Roma?""]",yes,yes
"[""In the 2018 movie Roma, was Diego Cortina Autrey cast as the youngest child of the family?""]",no,yes
"""In the 2018 film 'Roma', is Carlos Peralta not associated with the character Paco?""",no,yes
"""In the movie 'Roma', released in 2018, does Carlos Peralta play the role of Paco, the third child of the family?""",yes,yes
"""In the 2018 movie 'Roma', was the character of Adela portrayed by someone other than Nancy García?""",no,yes
"""Did Nancy García portray the character Adela, who is Cleo's friend and one of the family's maids, in the 2018 movie 'Roma'?""",yes,yes
"[""Was Verónica García not part of the cast in the 2018 movie 'Roma'?""]",no,no
"[""Did Verónica García depict the character Teresa, who is Sofía's mother, in the 2018 movie 'Roma'?""]",yes,yes
"[""Did José Manuel Guerrero Mendoza portray a character other than Ramón in the 2018 movie Roma?""]",no,yes
"[""Is José Manuel Guerrero Mendoza the actor who portrays Ramón, Adela's lover, in the 2018 movie Roma?""]",yes,yes
"[""Did Latin Lover not play the role of Professor Zovek in the 2018 movie 'Roma'?""]",no,no
"[""Did Latin Lover portray the character of Professor Zovek in the 2018 film 'Roma'?""]",yes,no
"""Did Zarela Lizbeth Chinolla Arellano portray a character other than Velez in the 2018 movie Roma?""",no,no
"""In the movie Roma, released in 2018, was the character Velez portrayed by Zarela Lizbeth Chinolla Arellano?""",yes,yes
"[""Did Clementina Guadarrama not depict the character Benita in the 2018 movie Roma?""]",no,no
"[""Did Clementina Guadarrama depict the character Benita in the 2018 movie Roma?""]",yes,no
"""In the 2018 movie 'Roma', was the character Beto played by an actor named Nicolás Peréz Taylor Félix?""",yes,yes
"""In the 2018 movie 'Roma', was the character Beto played by an actor other than Nicolás Peréz Taylor Félix?""",no,yes
"[""Did Kjartan Halvorsen portray Ove Larsen in the 2018 movie 'Roma'?""]",no,no
"[""Is Kjartan Halvorsen connected to the character Ove Larsen in the 2018 movie 'Roma'?""]",yes,no
"""In the 2018 movie 'Roma', was the character Leslie Matos portrayed by Jennifer Armour?""",yes,no
"""In the 2018 movie 'Roma', was the character Leslie Matos depicted by an actor other than Jennifer Armour?""",no,yes
,,0.5882352941176471
