Question,Answer,LLAMA_response
"[""Did Tom Hanks portray the character of John Nash in the movie 'A Beautiful Mind' released in 2001?""]",no,yes
"[""Did Russell Crowe portray the character of John Nash in the movie 'A Beautiful Mind' released in 2001?""]",yes,yes
"[""Did Jennifer Connelly play the role of Alicia Nash in the 2001 film 'A Beautiful Mind'?""]",yes,yes
"[""In the 2001 movie 'A Beautiful Mind', was Jennifer Connelly's role Alicia Nash portrayed by another actress?""]",no,yes
"[""Did Ed Harris portray the character of William Parcher in the movie 'A Beautiful Mind' released in 2001?""]",yes,yes
"[""In the 2001 movie 'A Beautiful Mind', was the character of William Parcher played by an actor other than Ed Harris?""]",no,yes
"""In the 2001 movie 'A Beautiful Mind', was the character Dr. Rosen portrayed by an actor other than Christopher Plummer?""",no,yes
"""Did Christopher Plummer depict the character Dr. Rosen in the 2001 film 'A Beautiful Mind'?""",yes,yes
"[""Did Paul Bettany portray a character named Charles Herman in the 2001 movie 'A Beautiful Mind'?""]",yes,yes
"[""In the 2001 movie 'A Beautiful Mind', was the character Charles Herman portrayed by an actor other than Paul Bettany?""]",no,yes
"[""Did Adam Goldberg play the character of Richard Sol in the film 'A Beautiful Mind' released in 2001?""]",yes,no
"[""In the 2001 film 'A Beautiful Mind', is Adam Goldberg's character named John Nash?""]",no,yes
"[""Is it true that in the 2001 movie 'A Beautiful Mind', Martin Hansen was not portrayed by Josh Lucas?""]",no,yes
"[""Did Josh Lucas depict the character Martin Hansen in the 2001 film 'A Beautiful Mind'?""]",yes,no
"""Did Anthony Rapp portray Bender in the film 'A Beautiful Mind' released in 2001?""",yes,yes
"""In the 2001 movie 'A Beautiful Mind', was Bender portrayed by an actor other than Anthony Rapp?""",no,yes
"[""Did Jason Gray-Stanford not play the role of Ainsley Neilson in the 2001 movie 'A Beautiful Mind'?""]",no,no
"[""Did Jason Gray-Stanford portray the character Ainsley Neilson in the movie 'A Beautiful Mind' released in 2001?""]",yes,no
"""Did Judd Hirsch play the character Hellinger in the movie 'A Beautiful Mind' released in 2001?""",yes,yes
"""In the 2001 movie 'A Beautiful Mind', was the character Hellinger portrayed by an actor other than Judd Hirsch?""",no,yes
"""Did Austin Pendleton portray the character of Thomas King in the 2001 movie 'A Beautiful Mind'?""",yes,yes
"""In the 2001 movie 'A Beautiful Mind', was the character Thomas King played by an actor other than Austin Pendleton?""",no,yes
"""Did Vivien Cardone portray a character other than Marcee Herman in the 2001 film 'A Beautiful Mind'?""",no,no
"""In the movie 'A Beautiful Mind' released in 2001, was the character Marcee Herman portrayed by Vivien Cardone?""",yes,no
"""Did Killian, Christian, and Daniel Coffinet-Crean play the roles of teenagers in the 2001 movie 'A Beautiful Mind'?""",no,no
"""In the film 'A Beautiful Mind' released in 2001, were the roles of a baby played by Killian, Christian, and Daniel Coffinet-Crean?""",yes,no
,,0.4230769230769231
