Question,Answer,LLAMA_response
"[""In the 2012 movie 'The Avengers', did Loki refuse to cooperate with the Chitauri in order to obtain the Tesseract?""]",no,yes
"[""In 'The Avengers' released in 2012, was Loki promised an army by the Chitauri to conquer Earth in exchange for the Tesseract?""]",yes,yes
"[""Did Loki fail to steal the Tesseract in the 2012 movie 'The Avengers'?""]",no,yes
"[""In the 2012 movie 'The Avengers', does Loki use the Tesseract to enslave Selvig and other agents, including Clint Barton?""]",yes,yes
"[""Is the movie 'The Avengers' from 2012 about Nick Fury being the director of a bakery?""]",no,no
"[""In the 2012 movie 'The Avengers', is Nick Fury the director of the covert agency S.H.I.E.L.D.?""]",yes,yes
"[""Did Dr. Erik Selvig lead a team studying the Tesseract in the 2012 movie 'The Avengers', only to be enslaved by Loki using his scepter?""]",yes,yes
"[""In the 2012 film 'The Avengers', did Dr. Erik Selvig use the Tesseract to enslave Loki?""]",no,no
"[""In the 2012 movie 'The Avengers', did Clint Barton manage to resist Loki's attempt at enslaving him using his scepter?""]",no,yes
"[""In the 2012 film 'The Avengers', was Agent Clint Barton enslaved by Loki using his scepter?""]",yes,yes
"[""In the 2012 movie 'The Avengers', did Steve Rogers ignore Loki in Stuttgart after he stole the iridium needed to stabilize the Tesseract?""]",no,yes
"[""In 'The Avengers' released in 2012, does Steve Rogers have a confrontation with Loki in Stuttgart after Loki steals iridium needed to stabilize the Tesseract?""]",yes,yes
"[""In the 2012 movie 'The Avengers', did Tony Stark have no interaction with Loki?""]",no,yes
"[""In the 2012 movie 'The Avengers', did Agent Phil Coulson visit Tony Stark leading to a confrontation with Loki?""]",yes,yes
"[""In the 2012 movie 'The Avengers', did Natasha Romanoff travel to Paris to recruit Dr. Bruce Banner?""]",no,yes
"[""In 'The Avengers' released in 2012, was Natasha Romanoff responsible for recruiting Dr. Bruce Banner to trace the Tesseract through its gamma radiation emissions?""]",yes,yes
"[""Did the Chitauri fleet in the 2012 movie 'The Avengers' succeed in invading Earth?""]",no,yes
"[""In the 2012 movie 'The Avengers', was the Chitauri fleet attempting to invade or attack Earth?""]",yes,yes
"[""In the 2012 movie 'The Avengers', does Stark remain conscious and powerful as he freefalls towards Earth?""]",no,yes
"[""In 'The Avengers' released in 2012, does Stark become unconscious and lose power, resulting in him freefalling towards Earth?""]",yes,yes
"[""In the 2012 movie 'The Avengers', did Romanoff fail to use Loki's scepter to close the wormhole?""]",no,no
"[""In the 2012 film 'The Avengers', did Romanoff use Loki's scepter to close the wormhole?""]",yes,no
"[""In the 2012 movie 'The Avengers', does Thor leave Loki behind on Earth instead of transporting him to Asgard?""]",no,yes
"[""In 'The Avengers' released in 2012, does Thor transport an imprisoned Loki and the Tesseract to Asgard?""]",yes,yes
"[""In the 2012 movie 'The Avengers', does Loki escape Asgardian justice?""]",no,yes
"[""In 'The Avengers' released in 2012, does Loki face Asgardian justice in Asgard?""]",yes,yes
"""In the 2012 film 'The Avengers', did 'The Other' fail to communicate with his master[d] about the unsuccessful attack on Earth?""",no,yes
"""Does 'The Other' confer with his master[d] about a failed attack on Earth in the 2012 film 'The Avengers'?""",yes,yes
,,0.5714285714285714
