Question,Answer,LLAMA_response
"[""Is Randy 'The Ram' Robinson a ballet dancer in the 2008 movie 'The Wrestler'?""]",no,yes
"[""In the 2008 movie 'The Wrestler', is Randy 'The Ram' Robinson a professional wrestler?""]",yes,yes
"[""Is Robin Ramzinski a different character from Randy 'The Ram' Robinson in the 2008 movie, The Wrestler?""]",no,yes
"[""In the 2008 movie, The Wrestler, is Robin Ramzinski also known as Randy 'The Ram' Robinson?""]",yes,yes
"[""Is the movie 'The Wrestler' released in 2008 about Randy 'The Ram' Robinson wrestling in Texas?""]",no,yes
"[""In the 2008 movie 'The Wrestler', does Randy 'The Ram' Robinson wrestle on weekends for independent promotions in New Jersey?""]",yes,yes
"[""Did Randy 'The Ram' Robinson from the 2008 movie 'The Wrestler' live in a mansion?""]",no,yes
"[""Is it accurate to say that Randy 'The Ram' Robinson, from the 2008 movie 'The Wrestler', lived in a trailer park?""]",yes,yes
"""In the 2008 movie 'The Wrestler', does Cassidy reveal that she doesn't have a son?""",no,yes
"""In the 2008 movie 'The Wrestler', does Cassidy reveal that she has a son?""",yes,yes
"""In the 2008 movie 'The Wrestler', does Stephanie initially expect a gift from someone other than Randy?""",no,yes
"""In 'The Wrestler' released in 2008, does Randy eventually give the gift to his daughter?""",yes,yes
"[""Is Cassidy the employee of Stephanie in the 2008 movie 'The Wrestler'?""]",no,yes
"[""In 'The Wrestler' released in 2008, does Cassidy have an employer-employee relationship with Stephanie, being her boss at the store?""]",yes,yes
"[""Did Cassidy accept Randy's romantic advances in the 2008 movie 'The Wrestler'?""]",no,yes
"[""In the 2008 movie 'The Wrestler', did Randy try to court Cassidy?""]",yes,yes
"[""In the 2008 movie 'The Wrestler', did Cassidy refuse to find a gift for Stephanie's birthday?""]",no,yes
"[""In 'The Wrestler' released in 2008, does Stephanie ask Cassidy for help to find a gift for her own birthday?""]",yes,no
"""In the 2008 movie 'The Wrestler', does Cassidy have a daughter?""",no,yes
"""Does Cassidy have a son in the 2008 movie 'The Wrestler'?""",yes,yes
"""In the 2008 movie 'The Wrestler', does Randy deny having a daughter?""",no,yes
"""Is there a parent-child relationship between Randy and his daughter in the 2008 movie 'The Wrestler'?""",yes,yes
"[""In the 2008 movie 'The Wrestler', does Randy, the protagonist, avoid any sexual interaction with a prostitute?""]",no,yes
"[""In the 2008 film 'The Wrestler', does Randy have a sexual interaction with a prostitute in a women's restroom?""]",yes,yes
"""In the 2008 film 'The Wrestler', does the customer fail to recognize Randy as a wrestler at the deli counter?""",no,yes
"""In the 2008 movie 'The Wrestler', does a customer recognize Randy as a wrestler at the deli counter?""",yes,yes
"[""In the 2008 movie 'The Wrestler', does Randy go to a park to apologize to Stephanie?""]",no,yes
"[""In 'The Wrestler' released in 2008, does Randy go to a deli counter to apologize to Stephanie?""]",yes,yes
"[""Did the customer have a friendly interaction with Randy in the 2008 movie 'The Wrestler'?""]",no,yes
"[""In the 2008 movie 'The Wrestler', does Randy insult customers at the store after cutting his hand on the slicer?""]",yes,yes
"[""Is Randy, the character from the 2008 movie 'The Wrestler', perfectly healthy and does not suffer from any heart condition?""]",no,yes
"[""In the 2008 movie 'The Wrestler', does Randy have a heart condition that causes him chest pain and unsteadiness during his wrestling match?""]",yes,yes
"[""In the 2008 film 'The Wrestler', does Cassidy accompany Randy to the wrestling event and try to persuade him not to participate due to his heart condition?""]",yes,yes
"[""In 'The Wrestler' released in 2008, does Cassidy manage to convince Randy not to participate in the wrestling event due to his heart condition?""]",no,yes
"[""In the 2008 movie 'The Wrestler', did the character 'the Ayatollah' advise Randy to disregard his chest pain and continue the match?""]",no,yes
"[""In 'The Wrestler' released in 2008, did Randy disregard the advice of 'the Ayatollah' to end the match due to his chest pain and unsteadiness?""]",yes,yes
,,0.4722222222222222
