Question,Answer,LLAMA_response
"[""Was the character played by Sally Hawkins in the 2017 movie 'The Shape of Water' named Maria Sanchez?""]",no,yes
"[""Is Elisa Esposito the character played by Sally Hawkins in the 2017 movie 'The Shape of Water'?""]",yes,yes
"[""Did Michael Shannon portray the character Richard Strickland in the 2017 movie 'The Shape of Water'?""]",yes,yes
"[""Did Michael Shannon play a character other than Richard Strickland in the 2017 movie 'The Shape of Water'?""]",no,yes
"[""Was the character Giles in the 2017 movie 'The Shape of Water' played by an actor other than Richard Jenkins?""]",no,yes
"[""Did Richard Jenkins play the character Giles in the 2017 movie 'The Shape of Water'?""]",yes,yes
"[""Was Doug Jones not part of the cast in the 2017 movie 'The Shape of Water'?""]",no,yes
"[""Did Doug Jones play the character of 'The Amphibian Man' in the 2017 movie 'The Shape of Water'?""]",yes,yes
"[""Was the character Zelda Delilah Fuller in the 2017 movie 'The Shape of Water' played by an actress other than Octavia Spencer?""]",no,yes
"[""Did Octavia Spencer play the character Zelda Delilah Fuller in the 2017 movie 'The Shape of Water'?""]",yes,yes
"[""Is it true that in the 2017 movie 'The Shape of Water', Nick Searcy did not play the character General of the Air Force Frank Hoyt?""]",no,yes
"[""In the movie 'The Shape of Water' released in 2017, did Nick Searcy play the character General of the Air Force Frank Hoyt?""]",yes,yes
"[""Was the character Fleming in the 2017 movie 'The Shape of Water' portrayed by an actor named David Hewlett?""]",yes,yes
"[""Did David Hewlett play a character named John in the 2017 movie 'The Shape of Water'?""]",no,yes
"[""Was the character Mihalkov in the 2017 movie 'The Shape of Water' played by an actor named Nigel Bennett?""]",yes,yes
"[""Did Nigel Bennett play the lead role in the 2017 movie 'The Shape of Water'?""]",no,no
"[""Was the character Bernard in the 2017 movie 'The Shape of Water' played by an actor named Tom Cruise?""]",no,no
"[""Did Stewart Arnott play the character Bernard in the movie 'The Shape of Water' released in 2017?""]",yes,no
"[""Was the character Elaine Strickland in the 2017 movie 'The Shape of Water' portrayed by an actress other than Lauren Lee Smith?""]",no,no
"[""Did Lauren Lee Smith portray the character Elaine Strickland in the 2017 movie 'The Shape of Water'?""]",yes,no
"""Did Martin Roach play the character Brewster Fuller in the 2017 movie 'The Shape of Water'?""",yes,no
"""In the 2017 movie 'The Shape of Water', was the character Brewster Fuller played by an actor other than Martin Roach?""",no,yes
"""In the 2017 movie 'The Shape of Water', was the character Mr. Arzoumanian portrayed by an actor other than John Kapelos?""",no,yes
"""Does John Kapelos play the character Mr. Arzoumanian in the 2017 film 'The Shape of Water'?""",yes,yes
"[""Was the character Pie Guy in the 2017 movie 'The Shape of Water' played by an actor named Morgan Freeman?""]",no,no
"[""In the 2017 movie 'The Shape of Water', was the character Pie Guy portrayed by Morgan Kelly?""]",yes,no
"[""Was the character Sally in the 2017 movie 'The Shape of Water' portrayed by an actress named Wendy Lyon?""]",yes,no
"[""In the 2017 film 'The Shape of Water', was the character Sally portrayed by an actress other than Wendy Lyon?""]",no,no
,,0.5
